"Gene Name"	"Ensembl"	"GeneCards"
G-58273		
G-12000		
AT4G02280		
G-18023		
G-12409		
G-287		
G-9235		
G-10067		
G-9828		
G-1383		
G-10523		
G-432		
G-14942		
G-44065		
HS00305	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000011177'>ENSG00000011177</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=INMT'>INMT</a>"
G-44466		
G-10994		
HS05171	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000128274'>ENSG00000128274</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=A4GALT'>A4GALT</a>"
G-15349		
G-11469		
G-17608		
G-54968		
AT1G15710		
HS10030		
G-58256		
G-11975		
AT3G57050		
G-18007		
G-12394		
G-2723		
G-9206		
G-10051		
G-9812		
G-1301		
G-10502		
G-416		
G-14913		
G-44049		
HS00075		
G-10977		
HS04751	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000124253'>ENSG00000124253</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCK1'>PCK1</a>"
G-15330		
G-11450		
G-44453		
G-1662		
G-539		
AT1G08980		
HS09762		
G-11955		
AT3G50740		
G-17993		
G-12378		
G-58243		
G-27215		
G-9184		
G-10035		
G-9787		
G-12811		
G-10481		
G-400		
G-14894		
G-44033		
GMETA-14694		
G-10961		
HS04527		
G-15314		
G-11429		
G-44437		
G-16085		
G-5242		
AT1G03630		
HS09541	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000167325'>ENSG00000167325</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM1'>RRM1</a>"
G-11936		
AT3G43190		
G-17974		
G-12362		
G-58227		
G-27200		
G-9150		
G-10012		
G-12794		
G-10457		
G-384		
G-14878		
G-9771		
G-44017		
GGPS1-C		
G-10944		
HS04268		
G-15299		
G-11409		
G-44421		
G-16067		
G-5163		
ABA2		
HS09293		
G-11920		
AT3G23490		
G-17955		
G-12346		
G-58210		
G-27184		
G-9119		
EAS		
G-12777		
G-10433		
G-377		
G-14862		
G-9743		
G-44001		
G4FS-10		
G-10926		
G-15282		
G-11392		
G-44407		
G-16047		
HS04117		
G-505		
HS08987	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000164039'>ENSG00000164039</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC56898'>LOC56898</a>"
G-11900		
AT3G19160		
G-17933		
G-12323		
G-58194		
G-27167		
G-9095		
BBSF		
G-12761		
G-10405		
G-368		
G-14844		
G-9720		
G-43985		
G3O-32762		
G-10904		
G-15260		
G-11376		
G-44389		
G-16025		
HS03985	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000116133'>ENSG00000116133</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=DHCR24'>DHCR24</a>"
G-490		
HS08719	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000162694'>ENSG00000162694</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=EXTL2'>EXTL2</a>"
G-11879		
AT3G14440		
G-17917		
G-12304		
G-58177		
G-27148		
G-9079		
ATCG00710		
G-12743		
G-10388		
G-355		
G-14828		
G-9704		
G-43969		
G3O-29111		
G-10888		
G-15240		
G-11346		
G-44372		
G-16008		
HS03841		
G-44763		
HS08528		
G-11860		
AT3G10160		
G-17901		
G-12289		
G-58161		
G-27131		
G-9051		
AT5G64370		
G-12727		
G-10368		
G-34644		
G-14810		
G-9674		
G-43953		
G18NG-12413		
G-10872		
G-15222		
G-11330		
G-44340		
G-15994		
HS03696		
G-44747		
HS08338		
G-11843		
AT3G02870		
G-17884		
G-12272		
G-58145		
G-269		
G-9032		
AT5G57850		
G-12711		
G-10351		
G-34628		
G-14789		
G-9647		
G-43937		
G185E-8118		
G-10850		
G-15205		
G-11307		
G-44317		
G-15976		
HS03479	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111880'>ENSG00000111880</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=RNGTT'>RNGTT</a>"
G-44731		
HS08124	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000156413'>ENSG00000156413</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT6'>FUT6</a>"
G-11819		
AT2G45970		
G-17868		
G-12256		
G-58123		
G-2549		
YPL111W		
G-9011		
AT5G51290		
G-12686		
G-10335		
G-34612		
G-14767		
G-9618		
G-43920		
G185E-7913		
G-1082		
G-15190		
G-11267		
G-44299		
G-15957		
HS03320	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110583'>ENSG00000110583</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ13848'>FLJ13848</a>"
G-44715		
HS07793	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000152127'>ENSG00000152127</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT5'>MGAT5</a>"
G-11798		
AT2G39770		
G-17849		
G-12238		
G-5705		
G-2482		
YMR298W		
G-8984		
AT5G47990		
G-12667		
G-10318		
G-34587		
G-14749		
G-9596		
G-43903		
G185E-7818		
G-10802		
G-15170		
G-11247		
G-44283		
G-15941		
HS03094	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000108381'>ENSG00000108381</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ASPA'>ASPA</a>"
G-44698		
HS07647		
G-11779		
AT2G35020		
G-17832		
G-12222		
G-55301		
G-240		
YLR359W		
G-8824		
AT5G40280		
G-12651		
G-10292		
G-34565		
G-14731		
G-9570		
G-43887		
G185E-7593		
G-10780		
G-15154		
G-11226		
G-44266		
G-15919		
HS02883		
G-44682		
HS07494	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000148154'>ENSG00000148154</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=UGCG'>UGCG</a>"
G-11752		
AT2G29630		
G-17816		
G-12202		
G-55185		
G-2301		
YJR130C		
G-8622		
AT5G28840		
G-12626		
G-10272		
G-34549		
G-14697		
G-9551		
G-43870		
G185E-7203		
G-10761		
G-15134		
G-11203		
G-44250		
G-15549		
HS02595		
G-44666		
HS07273	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000145692'>ENSG00000145692</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=BHMT'>BHMT</a>"
G-11730		
AT2G26540		
G-17797		
G-12187		
G-55167		
G-2261		
YGR157W		
G-8361		
AT5G22300		
G-12609		
G-10250		
G-34533		
G-14669		
G-9533		
G-43854		
G185E-6363		
G-10742		
G-15117		
G-11181		
G-44229		
G-15529		
HS02362		
G-44644		
HS07110	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000143815'>ENSG00000143815</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LBR'>LBR</a>"
G-11712		
AT2G20610		
G-17777		
G-12169		
G-55147		
G-2201		
YER091C		
G-8104		
AT5G16150		
G-12589		
G-10233		
G-34516		
G-14649		
G-9514		
G-43838		
G185E-5514		
G-10724		
G-15090		
G-11165		
G-44212		
G-15512		
HS02114	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000100577'>ENSG00000100577</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTZ1'>GSTZ1</a>"
G-44627		
HS06881	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000141959'>ENSG00000141959</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKL'>PFKL</a>"
G-11674		
AT2G07050		
G-17760		
G-12148		
G-55129		
G-2083		
YDR001C		
G-7862		
AT5G11770		
G-12561		
G-10211		
G-34499		
G-14628		
G-9484		
G-43814		
G185E-5107		
G-10702		
G-15074		
G-11147		
G-44196		
G-15493		
HS01958		
G-44610		
HS06719	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000140459'>ENSG00000140459</a>"	
G-11639		
G-17741		
G-12129		
G-55111		
G-2006		
AT1G80330		
YBR003W		
G-7144		
AT5G05860		
G-55108		
G-2003		
AT1G79900		
YBL015W		
G-7102		
AT5G05260		
G-12542		
G-10183		
G-34479		
G-14610		
G-9456		
G-43795		
G-9979		
G-10670		
G-15054		
G-11126		
G-44177		
G-15473		
HS01647		
G-44591		
HS06474		
G-11595		
G-17716		
G-12099		
G-55085		
G-193		
AT1G77590		
STM3477		
G-6781		
AT4G37000		
G-12524		
G-3361		
G-14588		
G-9440		
G-43778		
G-10168		
G-9959		
G-10654		
G-15039		
G-44160		
G-15456		
HS01369	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000080819'>ENSG00000080819</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=CPOX'>CPOX</a>"
G-44574		
G-11112		
HS06327	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000137364'>ENSG00000137364</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=TPMT'>TPMT</a>"
G-11579		
G-17700		
G-12082		
G-55065		
G-18378		
AT1G71750		
JGI-753205		
G-6602		
AT4G34138		
G-12502		
G-328		
G-14565		
G-9418		
G-43762		
G-10152		
G-9942		
G-10627		
G-15021		
G-44144		
G-1544		
HS01167	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000075239'>ENSG00000075239</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAT1'>ACAT1</a>"
G-44558		
G-11097		
HS06064	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000135778'>ENSG00000135778</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGC13186'>MGC13186</a>"
G-11562		
G-17684		
G-55047		
G-18083		
AT1G67110		
HS11524	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000180767'>ENSG00000180767</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=C4ST3'>C4ST3</a>"
G-636		
G-12069		
AT4G29130		
G-12482		
G-319		
G-14526		
G-9383		
G-43746		
G-10136		
G-9925		
G-10605		
G-15006		
G-44128		
G-15424		
HS00966		
G-44540		
G-11069		
HS05846		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN1A2'>MAN1A2</a>"
G-11545		
G-17668		
G-55029		
G-18067		
AT1G60440		
HS11014		
G-6062		
G-12053		
AT4G23660		
G-12463		
G-311		
G-9329		
G-43729		
G-10116		
G-9905		
G-14510		
G-10583		
G-14990		
G-44112		
HS00768	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000062485'>ENSG00000062485</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=CS'>CS</a>"
G-44520		
G-11042		
HS05604	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000132196'>ENSG00000132196</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B7'>HSD17B7</a>"
G-11523		
G-17653		
G-55013		
G-18051		
AT1G50480		
HS10741	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000151632'>ENSG00000151632</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1C1'>AKR1C1</a>"
G-58302		
G-12033		
AT4G16566		
G-12438		
G-3001		
G-9305		
G-43710		
G-10097		
G-9888		
G-14489		
G-10561		
G-14972		
G-44096		
HS00586	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000047249'>ENSG00000047249</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1H'>ATP6V1H</a>"
G-44496		
G-11021		
HS05461	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000130948'>ENSG00000130948</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B3'>HSD17B3</a>"
G-15390		
G-11503		
G-17639		
G-54998		
AT1G31800		
HS10520	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000172461'>ENSG00000172461</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT9'>FUT9</a>"
G-58286		
G-12014		
AT4G12110		
G-18036		
G-12421		
G-2965		
G-9251		
G-43694		
G-10081		
G-9858		
G-14462		
G-10539		
G-14955		
G-44078		
HS00415		
G-44479		
G-11007		
HS05321		
G-15366		
G-11485		
G-17622		
G-54982		
AT1G20050		
HS10284	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000171310'>ENSG00000171310</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=C4ST'>C4ST</a>"
G-58270		
G-11997		
AT3G63520		
G-18019		
G-12406		
G-284		
G-9232		
G-10064		
G-9825		
G-137		
G-10518		
G-429		
G-14939		
G-44062		
HS00268	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000009830'>ENSG00000009830</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=POMT2'>POMT2</a>"
G-10991		
HS05157	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000128059'>ENSG00000128059</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PPAT'>PPAT</a>"
G-15346		
G-11466		
G-1723		
G-54965		
AT1G15080		
HS09992		
G-58253		
G-11972		
AT3G55630		
G-18004		
G-12391		
G-27227		
G-92		
G-10048		
G-9809		
G-12836		
G-10498		
G-413		
G-14910		
G-44046		
HS00059		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GALT4'>B3GALT4</a>"
G-10974		
HS04703	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000123983'>ENSG00000123983</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FACL3'>FACL3</a>"
G-15327		
G-11444		
G-44450		
G-1641		
G-536		
AT1G08520		
HS09727		
G-11951		
AT3G48680		
G-17990		
G-12375		
G-58240		
G-27212		
G-9179		
G-10032		
G-9784		
G-12809		
G-10476		
G-395		
G-14891		
G-44030		
GMETA-14677		
G-10958		
HS04504		
G-15311		
G-11426		
G-44434		
G-16082		
G-523		
AT1G02500		
HS09521	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000167186'>ENSG00000167186</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ7'>COQ7</a>"
G-11933		
AT3G29200		
G-17971		
G-12359		
G-58223		
G-27198		
G-9144		
G-10009		
G-12791		
G-10454		
G-381		
G-14875		
G-9768		
G-44014		
GDQC-111218		
G-10940		
G-15296		
G-11405		
G-44419		
G-16064		
G-516		
HS09255	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000165609'>ENSG00000165609</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT5'>NUDT5</a>"
G-11917		
AT3G22370		
G-17951		
G-12342		
G-58207		
G-27181		
G-9116		
DTC1		
G-12774		
G-10430		
G-3765		
G-14859		
G-9740		
G-43998		
G3O-4113		
G-10923		
G-15279		
G-11389		
G-44404		
G-16042		
HS04089	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000117054'>ENSG00000117054</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACADM'>ACADM</a>"
G-502		
HS08953	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000163864'>ENSG00000163864</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000163864'>ENSG00000163864</a>"
G-11896		
AT3G17820		
G-17930		
G-12320		
G-58191		
G-27164		
G-9092		
BBSC		
G-12758		
G-10402		
G-365		
G-14841		
G-9717		
G-43982		
G3O-32467		
G-10901		
G-15255		
G-11373		
G-44386		
G-16022		
HS03971	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000116030'>ENSG00000116030</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=UBL1'>UBL1</a>"
G-487		
HS08663		
G-11876		
AT3G13610		
G-17914		
G-12301		
G-58174		
G-27145		
G-9075		
ATCG00500		
G-12740		
G-10385		
G-352		
G-14825		
G-9692		
G-43966		
G3O-270		
G-10885		
G-15237		
G-11343		
G-44369		
G-16005		
HS03800	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114786'>ENSG00000114786</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACY1'>ACY1</a>"
G-44760		
HS08480	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000160285'>ENSG00000160285</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LSS'>LSS</a>"
G-11856		
AT3G08610		
G-17898		
G-12286		
G-58158		
G-27127		
G-9048		
AT5G63570		
G-12724		
G-10365		
G-34641		
G-14807		
G-9671		
G-43950		
G18NG-11595		
G-10866		
G-15218		
G-11327		
G-44336		
G-15991		
HS03665		
G-44744		
HS08311	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000158578'>ENSG00000158578</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ALAS2'>ALAS2</a>"
G-11840		
AT3G02230		
G-17881		
G-12269		
G-58141		
G-2681		
G-9028		
AT5G56970		
G-12702		
G-10348		
G-34625		
G-14783		
G-9640		
G-43933		
G185E-8104		
G-10847		
G-15202		
G-11284		
G-44314		
G-15973		
HS03456	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111728'>ENSG00000111728</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SIAT8A'>SIAT8A</a>"
G-44728		
HS08089		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=TMLHE'>TMLHE</a>"
G-11812		
AT2G44810		
G-17865		
G-12252		
G-58120		
G-2546		
YOR136W		
G-9007		
AT5G50600		
G-12682		
G-10332		
G-34609		
G-14764		
G-9613		
G-43917		
G185E-7848		
G-10817		
G-15187		
G-11260		
G-44296		
G-15954		
HS03286		
G-44711		
HS07761		
G-11795		
AT2G38700		
G-17846		
G-12235		
G-5702		
G-247		
YMR170C		
G-8964		
AT5G46180		
G-12664		
G-10313		
G-34578		
G-14746		
G-9593		
G-43900		
G185E-7813		
G-10799		
G-15167		
G-11244		
G-44280		
G-15937		
HS03025		
G-44695		
HS07607	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000149397'>ENSG00000149397</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HMBS'>HMBS</a>"
G-11776		
AT2G34555		
G-17829		
G-12217		
G-55298		
G-238		
YLR180W		
G-881		
AT5G38450		
G-12648		
G-10287		
G-34562		
G-14722		
G-9567		
G-43884		
G185E-7521		
G-10777		
G-15151		
G-11223		
G-44263		
G-1588		
HS02830	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000105929'>ENSG00000105929</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0A4'>ATP6V0A4</a>"
G-44679		
HS07458	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000147614'>ENSG00000147614</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0D2'>ATP6V0D2</a>"
G-11749		
AT2G28800		
G-17813		
G-122		
G-55182		
G-2291		
YJR010W		
G-8607		
AT5G27380		
G-12623		
G-10269		
G-34546		
G-14690		
G-9548		
G-43867		
G185E-7013		
G-10757		
G-15131		
G-112		
G-44246		
G-15544		
HS02532	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000103740'>ENSG00000103740</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=BG1'>BG1</a>"
G-44663		
HS07261	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000145545'>ENSG00000145545</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SRD5A1'>SRD5A1</a>"
G-11725		
AT2G25450		
G-17793		
G-12184		
G-55163		
G-2245		
YGR061C		
G-830		
AT5G20830		
G-12602		
G-10247		
G-34530		
G-14666		
G-9529		
G-43851		
G185E-6342		
G-10739		
G-15109		
G-11178		
G-44226		
G-15526		
HS02317	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000101911'>ENSG00000101911</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPS2'>PRPS2</a>"
G-44641		
HS07099	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000143753'>ENSG00000143753</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=DEGS'>DEGS</a>"
G-11709		
AT2G19860		
G-17774		
G-12166		
G-55144		
G-2181		
YEL058W		
G-8062		
AT5G14760		
G-12586		
G-10230		
G-34512		
G-14646		
G-9511		
G-43835		
G185E-5476		
G-10720		
G-15087		
G-11160		
G-44209		
G-15506		
HS02092	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000100462'>ENSG00000100462</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SKB1'>SKB1</a>"
G-44624		
HS06850		
G-11670		
AT2G04540		
G-17756		
G-12144		
G-55126		
G-208		
YDL103C		
G-7841		
AT5G10480		
G-12558		
G-10207		
G-34496		
G-14625		
G-9476		
G-43811		
G185E-4681		
G-10697		
G-15071		
G-11142		
G-44193		
G-15490		
HS01949	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000099998'>ENSG00000099998</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GGTLA1'>GGTLA1</a>"
G-44608		
HS06695	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000140284'>ENSG00000140284</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A2'>SLC27A2</a>"
G-11634		
G-17734		
G-12124		
HS06629		
G-11631		
G-17731		
G-12119		
G-55105		
G-200		
AT1G79040		
XSC		
G-7081		
AT5G04620		
G-12539		
G-34476		
G-14601		
G-9453		
G-43792		
G-9976		
G-10667		
G-15051		
G-11122		
G-44173		
G-15470		
HS01565		
G-44588		
HS06462	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000138135'>ENSG00000138135</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=CH25H'>CH25H</a>"
G-11592		
G-17713		
G-12096		
G-55079		
G-192		
AT1G76450		
SCO5082		
G-6724		
AT4G36380		
G-12519		
G-334		
G-14585		
G-9437		
G-43775		
G-10165		
G-9956		
G-10649		
G-15036		
G-44157		
G-15452		
HS01337	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000079785'>ENSG00000079785</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX1'>DDX1</a>"
G-44571		
G-11109		
HS06259	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000136997'>ENSG00000136997</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MYC'>MYC</a>"
G-11575		
G-17697		
G-12079		
G-55061		
G-18375		
AT1G69640		
HS15490		
G-6563		
AT4G33680		
G-12498		
G-3265		
G-14555		
G-9415		
G-43759		
G-10149		
G-9939		
G-10622		
G-15019		
G-44141		
G-15436		
HS01115	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000073756'>ENSG00000073756</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2'>PTGS2</a>"
G-44553		
G-11089		
HS06016		
G-11559		
G-17681		
G-55044		
G-18080		
AT1G65960		
HS11426	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000179913'>ENSG00000179913</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GNT3'>B3GNT3</a>"
G-633		
G-12066		
AT4G27260		
G-12478		
G-3181		
G-9374		
G-43743		
G-10132		
G-9922		
G-10602		
G-15003		
G-44125		
G-15421		
HS00936		
G-44537		
G-11061		
HS05792	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000133835'>ENSG00000133835</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B4'>HSD17B4</a>"
G-11542		
G-17665		
G-55026		
G-18064		
AT1G58360		
HS10991	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000176022'>ENSG00000176022</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GALT6'>B3GALT6</a>"
G-6026		
G-12050		
AT4G21280		
G-12460		
G-309		
G-9320		
G-43725		
G-10111		
G-9902		
G-14507		
G-10580		
G-14987		
G-44109		
HS00728	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000059377'>ENSG00000059377</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=TBXAS1'>TBXAS1</a>"
G-44517		
G-11037		
HS05575		
G-1541		
G-11520		
G-17650		
G-55010		
G-18048		
AT1G49430		
HS10701	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000173614'>ENSG00000173614</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NMNAT'>NMNAT</a>"
G-58299		
G-12030		
AT4G15560		
G-12435		
G-2988		
G-93		
G-43707		
G-10094		
G-9877		
G-14485		
G-10557		
G-14968		
G-44093		
HS00573		
G-44492		
G-11019		
HS05428	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000130714'>ENSG00000130714</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=POMT1'>POMT1</a>"
G-15387		
G-11500		
G-17636		
G-54995		
AT1G30040		
HS10491	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000172331'>ENSG00000172331</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=BPGM'>BPGM</a>"
G-58283		
G-12011		
AT4G10100		
G-18033		
G-12419		
G-296		
G-9248		
G-43691		
G-10078		
G-9853		
G-1441		
G-10534		
G-14952		
G-44075		
HS00375	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000016391'>ENSG00000016391</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=CHDH'>CHDH</a>"
G-44476		
G-11003		
HS05299	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000129596'>ENSG00000129596</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDO1'>CDO1</a>"
G-15360		
G-11482		
G-1762		
G-54979		
AT1G19640		
