HMDB,Compound,Reaction,Reaction Name,MetaCyc Gene,HGNC,Ensembl
HMDB00187,SER,RXN-15125,L-serine  &rarr;  2-aminoprop-2-enoate + H<SUP>+</SUP> + H<sub>2</sub>O,G-6543,sdaA,NA
HMDB00187,SER,RXN-15125,L-serine  &rarr;  2-aminoprop-2-enoate + H<SUP>+</SUP> + H<sub>2</sub>O,EG10930,sdaA,NA
HMDB00187,SER,RXN-15125,L-serine  &rarr;  2-aminoprop-2-enoate + H<SUP>+</SUP> + H<sub>2</sub>O,EG11623,sdaB,NA
HMDB00187,SER,RXN-15125,L-serine  &rarr;  2-aminoprop-2-enoate + H<SUP>+</SUP> + H<sub>2</sub>O,HS05952,SDS,ENSG00000135094
HMDB00187,SER,RXN-15125,L-serine  &rarr;  2-aminoprop-2-enoate + H<SUP>+</SUP> + H<sub>2</sub>O,HS06616,SDSL,ENSG00000139410
HMDB00187,SER,RXN-15125,L-serine  &rarr;  2-aminoprop-2-enoate + H<SUP>+</SUP> + H<sub>2</sub>O,EG10990,tdcB,NA
HMDB00187,SER,RXN-15125,L-serine  &rarr;  2-aminoprop-2-enoate + H<SUP>+</SUP> + H<sub>2</sub>O,G7624,tdcG,NA
HMDB00187,SER,5.1.1.18-RXN,L-serine  &rarr;  D-serine,G-11244,SerR,NA
HMDB00187,SER,5.1.1.18-RXN,L-serine  &rarr;  D-serine,G-11241,sr,NA
HMDB00187,SER,5.1.1.18-RXN,L-serine  &rarr;  D-serine,G-11242,sr,NA
HMDB00187,SER,5.1.1.18-RXN,L-serine  &rarr;  D-serine,HS09614,SRR,ENSG00000167720
HMDB00187,SER,5.1.1.18-RXN,L-serine  &rarr;  D-serine,G-11859,vanT,NA
HMDB00187,SER,GLYOHMETRANS-RXN,"L-serine + a tetrahydrofolate  &harr;  glycine + a 5,10-methylene-tetrahydrofolate + H<sub>2</sub>O",AT4G37930,AT4G37930,NA
HMDB00187,SER,GLYOHMETRANS-RXN,"L-serine + a tetrahydrofolate  &harr;  glycine + a 5,10-methylene-tetrahydrofolate + H<sub>2</sub>O",EG10408,glyA,NA
HMDB00187,SER,GLYOHMETRANS-RXN,"L-serine + a tetrahydrofolate  &harr;  glycine + a 5,10-methylene-tetrahydrofolate + H<sub>2</sub>O",G-162,glyA,NA
HMDB00187,SER,GLYOHMETRANS-RXN,"L-serine + a tetrahydrofolate  &harr;  glycine + a 5,10-methylene-tetrahydrofolate + H<sub>2</sub>O",G-3267,glyA,NA
HMDB00187,SER,GLYOHMETRANS-RXN,"L-serine + a tetrahydrofolate  &harr;  glycine + a 5,10-methylene-tetrahydrofolate + H<sub>2</sub>O",G-3321,glyA,NA
HMDB00187,SER,GLYOHMETRANS-RXN,"L-serine + a tetrahydrofolate  &harr;  glycine + a 5,10-methylene-tetrahydrofolate + H<sub>2</sub>O",G-6541,glyA1,NA
HMDB00187,SER,GLYOHMETRANS-RXN,"L-serine + a tetrahydrofolate  &harr;  glycine + a 5,10-methylene-tetrahydrofolate + H<sub>2</sub>O",YBR263W,SHM1,NA
HMDB00187,SER,GLYOHMETRANS-RXN,"L-serine + a tetrahydrofolate  &harr;  glycine + a 5,10-methylene-tetrahydrofolate + H<sub>2</sub>O",YLR058C,SHM2,NA
HMDB00187,SER,GLYOHMETRANS-RXN,"L-serine + a tetrahydrofolate  &harr;  glycine + a 5,10-methylene-tetrahydrofolate + H<sub>2</sub>O",HS01069,SHMT1,NA
HMDB00187,SER,GLYOHMETRANS-RXN,"L-serine + a tetrahydrofolate  &harr;  glycine + a 5,10-methylene-tetrahydrofolate + H<sub>2</sub>O",HS00049,SHMT2,NA
HMDB00187,SER,SERINE-O-ACETTRAN-RXN,L-serine + acetyl-CoA  &rarr;  <i>O</i>-acetyl-L-serine + coenzyme A,EG10187,cysE,NA
HMDB00187,SER,SERINE-O-ACETTRAN-RXN,L-serine + acetyl-CoA  &rarr;  <i>O</i>-acetyl-L-serine + coenzyme A,G-16007,dcsE,NA
HMDB00187,SER,SERINE-O-ACETTRAN-RXN,L-serine + acetyl-CoA  &rarr;  <i>O</i>-acetyl-L-serine + coenzyme A,AT1G55920,SAT1,NA
HMDB00187,SER,SERINE-O-ACETTRAN-RXN,L-serine + acetyl-CoA  &rarr;  <i>O</i>-acetyl-L-serine + coenzyme A,AT3G13110,SAT1-a,NA
HMDB00187,SER,SERINE-O-ACETTRAN-RXN,L-serine + acetyl-CoA  &rarr;  <i>O</i>-acetyl-L-serine + coenzyme A,AT5G56760,SAT52,NA
HMDB00187,SER,RXN-16918,"L-serine + ammonium  &rarr;  L-2,3-diaminopropanoate + H<sub>2</sub>O",G-44144,zmaU,NA
HMDB00187,SER,ENTF-RXN,L-serine + ATP + H<SUP>+</SUP>  &harr;  L-seryl-adenylate + diphosphate,G-44386,Ava_3855,NA
HMDB00187,SER,ENTF-RXN,L-serine + ATP + H<SUP>+</SUP>  &harr;  L-seryl-adenylate + diphosphate,G-44293,ecm13,NA
HMDB00187,SER,ENTF-RXN,L-serine + ATP + H<SUP>+</SUP>  &harr;  L-seryl-adenylate + diphosphate,EG10260,entB,NA
HMDB00187,SER,ENTF-RXN,L-serine + ATP + H<SUP>+</SUP>  &harr;  L-seryl-adenylate + diphosphate,EG10262,entD,NA
HMDB00187,SER,ENTF-RXN,L-serine + ATP + H<SUP>+</SUP>  &harr;  L-seryl-adenylate + diphosphate,EG10263,entE,NA
HMDB00187,SER,ENTF-RXN,L-serine + ATP + H<SUP>+</SUP>  &harr;  L-seryl-adenylate + diphosphate,EG10264,entF,NA
HMDB00187,SER,ENTF-RXN,L-serine + ATP + H<SUP>+</SUP>  &harr;  L-seryl-adenylate + diphosphate,G-44125,gdnB,NA
HMDB00187,SER,ENTF-RXN,L-serine + ATP + H<SUP>+</SUP>  &harr;  L-seryl-adenylate + diphosphate,G-44289,swb11,NA
HMDB00187,SER,ENTF-RXN,L-serine + ATP + H<SUP>+</SUP>  &harr;  L-seryl-adenylate + diphosphate,G-44142,zmaJ,NA
HMDB00187,SER,RXN-5641,L-serine + H<SUP>+</SUP>  &rarr;  ethanolamine + CO<SUB>2</SUB>,AT1G43710,AtSDC,NA
HMDB00187,SER,RXN-5641,L-serine + H<SUP>+</SUP>  &rarr;  ethanolamine + CO<SUB>2</SUB>,G-5883,BnSDC,NA
HMDB00187,SER,RXN0-2382,L-serine + indole  &rarr;  L-tryptophan + H<sub>2</sub>O,G-233,trpA,NA
HMDB00187,SER,RXN0-2382,L-serine + indole  &rarr;  L-tryptophan + H<sub>2</sub>O,G-2621,trpA,NA
HMDB00187,SER,RXN0-2382,L-serine + indole  &rarr;  L-tryptophan + H<sub>2</sub>O,EG11024,trpA,NA
HMDB00187,SER,RXN0-2382,L-serine + indole  &rarr;  L-tryptophan + H<sub>2</sub>O,EG11025,trpB,NA
HMDB00187,SER,RXN0-2382,L-serine + indole  &rarr;  L-tryptophan + H<sub>2</sub>O,G-2622,trpB,NA
HMDB00187,SER,RXN0-2382,L-serine + indole  &rarr;  L-tryptophan + H<sub>2</sub>O,G-234,trpB1,NA
HMDB00187,SER,RXN0-2382,L-serine + indole  &rarr;  L-tryptophan + H<sub>2</sub>O,G-2603,trpB2,NA
HMDB00187,SER,RXN0-2382,L-serine + indole  &rarr;  L-tryptophan + H<sub>2</sub>O,AT5G54810,TSB1,NA
HMDB00187,SER,RXN0-2382,L-serine + indole  &rarr;  L-tryptophan + H<sub>2</sub>O,AT5G38530,TSBType2,NA
HMDB00187,SER,CYSTATHIONINE-BETA-SYNTHASE-RXN,L-serine + L-homocysteine  &harr;  L-cystathionine + H<sub>2</sub>O,G-6563,Cbs,NA
HMDB00187,SER,CYSTATHIONINE-BETA-SYNTHASE-RXN,L-serine + L-homocysteine  &harr;  L-cystathionine + H<sub>2</sub>O,HS08461,CBS,ENSG00000160200
HMDB00187,SER,CYSTATHIONINE-BETA-SYNTHASE-RXN,L-serine + L-homocysteine  &harr;  L-cystathionine + H<sub>2</sub>O,YGR155W,CYS4,NA
HMDB00187,SER,CYSTATHIONINE-BETA-SYNTHASE-RXN,L-serine + L-homocysteine  &harr;  L-cystathionine + H<sub>2</sub>O,HP0107,cysK,NA
HMDB00187,SER,RXN0-2201,L-serine + NADP<sup>+</sup>  &rarr;  2-aminomalonate semialdehyde + NADPH + H<SUP>+</SUP>,EG12345,ydfG,NA
HMDB00187,SER,SERINE-C-PALMITOYLTRANSFERASE-RXN,L-serine + palmitoyl-CoA + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + 3-dehydrosphinganine + coenzyme A,YMR296C,LCB1,NA
HMDB00187,SER,SERINE-C-PALMITOYLTRANSFERASE-RXN,L-serine + palmitoyl-CoA + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + 3-dehydrosphinganine + coenzyme A,AT4G36480,LCB1,NA
HMDB00187,SER,SERINE-C-PALMITOYLTRANSFERASE-RXN,L-serine + palmitoyl-CoA + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + 3-dehydrosphinganine + coenzyme A,YDR062W,LCB2,NA
HMDB00187,SER,SERINE-C-PALMITOYLTRANSFERASE-RXN,L-serine + palmitoyl-CoA + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + 3-dehydrosphinganine + coenzyme A,AT5G23670,LCB2,NA
HMDB00187,SER,SERINE-C-PALMITOYLTRANSFERASE-RXN,L-serine + palmitoyl-CoA + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + 3-dehydrosphinganine + coenzyme A,HS01673,SPTLC1,ENSG00000090054
HMDB00187,SER,SERINE-C-PALMITOYLTRANSFERASE-RXN,L-serine + palmitoyl-CoA + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + 3-dehydrosphinganine + coenzyme A,HS02117,SPTLC2,ENSG00000100596
HMDB00187,SER,SERINE-C-PALMITOYLTRANSFERASE-RXN,L-serine + palmitoyl-CoA + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + 3-dehydrosphinganine + coenzyme A,HS16070,SPTLC3,ENSG00000172296
HMDB00187,SER,SERINE-C-PALMITOYLTRANSFERASE-RXN,L-serine + palmitoyl-CoA + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + 3-dehydrosphinganine + coenzyme A,G66-37871,SPTSSA,NA
HMDB00187,SER,TRANS-RXN-71,L-serine<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  L-serine<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>,EG12142,sdaC,NA
HMDB00187,SER,TRANS-RXN-71,L-serine<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  L-serine<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>,EG10991,tdcC,NA
HMDB00187,SER,RXN0-4083,Na<SUP>+</SUP><sub>[periplasm]</sub> + L-serine<sub>[periplasm]</sub>  &rarr;  Na<SUP>+</SUP><sub>[cytosol]</sub> + L-serine<sub>[cytosol]</sub>,EG12732,sstT,NA
HMDB00187,SER,SERINE--PYRUVATE-AMINOTRANSFERASE-RXN,pyruvate + L-serine  &harr;  L-alanine + hydroxypyruvate,G-10004,Agxt,NA
HMDB00187,SER,SERINE--PYRUVATE-AMINOTRANSFERASE-RXN,pyruvate + L-serine  &harr;  L-alanine + hydroxypyruvate,HS10525,AGXT1,ENSG00000172482
HMDB00187,SER,RXN-17159,quinoxaline-2-carboxyl-[acyl-carrier protein] + L-serine + L-alanine + non-ribosomal peptide synthase + 2 ATP  &rarr;  quinoxaline-2-carboxyl-D-seryl-L-alanyl-[non-ribosomal peptide synthase] + a <i>holo</i>-[acyl-carrier protein] + 2 AMP + 2 diphosphate + 2 H<SUP>+</SUP>,G-44299,trsJ,NA
HMDB00187,SER,RXN-14405,saturated CDP-archaeol + L-serine  &rarr;  saturated archaetidylserine + CMP + H<SUP>+</SUP>,G-11080,MTH1027,NA
HMDB00187,SER,RXN-9996,unsaturated CDP-archaeol + L-serine  &rarr;  unsaturated archaetidylserine + CMP + H<SUP>+</SUP>,G-11080,MTH1027,NA
HMDB00167,THR,RXN-10988,"3 2,3-dihydroxybenzoate + 2 L-threonine + norspermidine  =  vibriobactin + 7 H<sub>2</sub>O",VC0771,vibB,NA
HMDB00167,THR,RXN-10988,"3 2,3-dihydroxybenzoate + 2 L-threonine + norspermidine  =  vibriobactin + 7 H<sub>2</sub>O",VC0780,vibD,NA
HMDB00167,THR,RXN-10988,"3 2,3-dihydroxybenzoate + 2 L-threonine + norspermidine  =  vibriobactin + 7 H<sub>2</sub>O",VC0772,vibE,NA
HMDB00167,THR,RXN-10988,"3 2,3-dihydroxybenzoate + 2 L-threonine + norspermidine  =  vibriobactin + 7 H<sub>2</sub>O",VC1579,vibF,NA
HMDB00167,THR,RXN-9374,"3 2,3-dihydroxybenzoate + 3 glycine + 3 L-threonine + 6 ATP  &rarr;  bacillibactin + 6 AMP + 6 diphosphate + 3 H<SUP>+</SUP> + 3 H<sub>2</sub>O",G-10614,dhbB,NA
HMDB00167,THR,RXN-9374,"3 2,3-dihydroxybenzoate + 3 glycine + 3 L-threonine + 6 ATP  &rarr;  bacillibactin + 6 AMP + 6 diphosphate + 3 H<SUP>+</SUP> + 3 H<sub>2</sub>O",G-10623,dhbE,NA
HMDB00167,THR,RXN-9374,"3 2,3-dihydroxybenzoate + 3 glycine + 3 L-threonine + 6 ATP  &rarr;  bacillibactin + 6 AMP + 6 diphosphate + 3 H<SUP>+</SUP> + 3 H<sub>2</sub>O",G-10624,dhbF,NA
HMDB00167,THR,RXN-10989,"a 2,3-dihydroxybenzoyl-[VibB] + L-threonine + a VibF non-ribosomal peptide synthetase + ATP  &rarr;  a dihydroxyphenyl-5-methyloxazoline-[VibF] + a <i>holo</i>-[VibB aryl-carrier protein] + AMP + diphosphate + H<sub>2</sub>O + H<SUP>+</SUP>",VC1579,vibF,NA
HMDB00167,THR,RXN-17076,a 3-hydroxy-4-methyl-anthranilyl-[AcmD acyl-carrier protein] + L-threonine + L-valine + 2 ATP  &rarr;  a 3-hydroxy-4-methyl-anthranilyl-L-threonyl-D-valyl-[AcmD acyl-carrier protein] + 2 ADP + 2 phosphate + 2 H<SUP>+</SUP>,G-44213,acmB,NA
HMDB00167,THR,THREONINE--TRNA-LIGASE-RXN,a tRNA<SUP>thr</SUP> + L-threonine + ATP  &rarr;  an L-threonyl-[tRNA<SUP>thr</SUP>] + AMP + diphosphate,EG11001,thrS,NA
HMDB00167,THR,RXN-11747,fluoroacetaldehyde + L-threonine  &rarr;  acetaldehyde + 4-fluorothreonine,G-12241,4-FTase,NA
HMDB00167,THR,RXN-11126,"L-glutamate + L-tyrosine + L-2,4-diaminobutanoate + 2 L-serine + L-arginine + 2 <i>N</i><sup>5</sup>-formyl-<i>N</i><sup>5</sup>-hydroxy-L-ornithine + L-lysine + 2 L-threonine + 11 ATP  &rarr;  ferribactin + 11 AMP + 11 diphosphate + H<sub>2</sub>O + 12 H<SUP>+</SUP>",G-11725,pvdD,NA
HMDB00167,THR,RXN-11126,"L-glutamate + L-tyrosine + L-2,4-diaminobutanoate + 2 L-serine + L-arginine + 2 <i>N</i><sup>5</sup>-formyl-<i>N</i><sup>5</sup>-hydroxy-L-ornithine + L-lysine + 2 L-threonine + 11 ATP  &rarr;  ferribactin + 11 AMP + 11 diphosphate + H<sub>2</sub>O + 12 H<SUP>+</SUP>",G-11723,pvdI,NA
HMDB00167,THR,RXN-11126,"L-glutamate + L-tyrosine + L-2,4-diaminobutanoate + 2 L-serine + L-arginine + 2 <i>N</i><sup>5</sup>-formyl-<i>N</i><sup>5</sup>-hydroxy-L-ornithine + L-lysine + 2 L-threonine + 11 ATP  &rarr;  ferribactin + 11 AMP + 11 diphosphate + H<sub>2</sub>O + 12 H<SUP>+</SUP>",G-11724,pvdJ,NA
HMDB00167,THR,RXN-11126,"L-glutamate + L-tyrosine + L-2,4-diaminobutanoate + 2 L-serine + L-arginine + 2 <i>N</i><sup>5</sup>-formyl-<i>N</i><sup>5</sup>-hydroxy-L-ornithine + L-lysine + 2 L-threonine + 11 ATP  &rarr;  ferribactin + 11 AMP + 11 diphosphate + H<sub>2</sub>O + 12 H<SUP>+</SUP>",G-11722,pvdL,NA
HMDB00167,THR,RXN-15242,"L-leucine + 3 L-threonine + 6 L-2,4-diaminobutanoate + 6-methyloctanoyl-CoA + 10 ATP  &rarr;  polymyxin A + 10 AMP + coenzyme A + 10 diphosphate + 11 H<SUP>+</SUP>",G-17936,pmxA,NA
HMDB00167,THR,RXN-15242,"L-leucine + 3 L-threonine + 6 L-2,4-diaminobutanoate + 6-methyloctanoyl-CoA + 10 ATP  &rarr;  polymyxin A + 10 AMP + coenzyme A + 10 diphosphate + 11 H<SUP>+</SUP>",G-17937,pmxB,NA
HMDB00167,THR,RXN-15242,"L-leucine + 3 L-threonine + 6 L-2,4-diaminobutanoate + 6-methyloctanoyl-CoA + 10 ATP  &rarr;  polymyxin A + 10 AMP + coenzyme A + 10 diphosphate + 11 H<SUP>+</SUP>",G-17935,pmxE,NA
HMDB00167,THR,RXN-15122,L-threonine  &harr;  (2Z)-2-aminobut-2-enoate + H<sub>2</sub>O + H<SUP>+</SUP>,EG10493,ilvA,NA
HMDB00167,THR,RXN-15122,L-threonine  &harr;  (2Z)-2-aminobut-2-enoate + H<sub>2</sub>O + H<SUP>+</SUP>,HS05952,SDS,ENSG00000135094
HMDB00167,THR,RXN-15122,L-threonine  &harr;  (2Z)-2-aminobut-2-enoate + H<sub>2</sub>O + H<SUP>+</SUP>,HS06616,SDSL,ENSG00000139410
HMDB00167,THR,RXN-15122,L-threonine  &harr;  (2Z)-2-aminobut-2-enoate + H<sub>2</sub>O + H<SUP>+</SUP>,EG10990,tdcB,NA
HMDB00167,THR,THREDEHYD-RXN,L-threonine  &rarr;  2-oxobutanoate + ammonium,HS05952,SDS,ENSG00000135094
HMDB00167,THR,THREDEHYD-RXN,L-threonine  &rarr;  2-oxobutanoate + ammonium,HS06616,SDSL,ENSG00000139410
HMDB00167,THR,THREONINE-ALDOLASE-RXN,L-threonine  &rarr;  acetaldehyde + glycine,YEL046C,GLY1,NA
HMDB00167,THR,THREONINE-ALDOLASE-RXN,L-threonine  &rarr;  acetaldehyde + glycine,G6455,ltaE,NA
HMDB00167,THR,RXN-13639,L-threonine + 2-oxoglutarate + oxygen  &rarr;  4-hydroxy-L-threonine + succinate + CO<SUB>2</SUB>,G-15316,tdo,NA
HMDB00167,THR,RXN-8626,L-threonine + ATP  &rarr;  L-threonine 3-O-phosphate + ADP + H<SUP>+</SUP>,G-10070,pduX,NA
HMDB00167,THR,RXN-9377,L-threonine + ATP + H<SUP>+</SUP>  &rarr;  L-threonyl-adenylate + diphosphate,G-10624,dhbF,NA
HMDB00167,THR,RXN-14569,L-threonine + hydrogencarbonate + ATP  &harr;  L-threonylcarbamoyladenylate + diphosphate + H<sub>2</sub>O,G7698,tsaC,NA
HMDB00167,THR,THREODEHYD-RXN,L-threonine + NAD<sup>+</sup>  &rarr;  L-2-amino-3-oxobutanoate + NADH + H<SUP>+</SUP>,EG10993,tdh,NA
HMDB00167,THR,THREODEHYD-RXN,L-threonine + NAD<sup>+</sup>  &rarr;  L-2-amino-3-oxobutanoate + NADH + H<SUP>+</SUP>,EG12293,yiaY,NA
HMDB00167,THR,RXN-14505,L-threonine 3-O-phosphate<SUB>[periplasm]</SUB> + H<sub>2</sub>O<SUB>[periplasm]</SUB>  &rarr;  L-threonine<SUB>[periplasm]</SUB> + phosphate<SUB>[periplasm]</SUB>,EG11934,aphA,NA
HMDB00167,THR,RXN-14505,L-threonine 3-O-phosphate<SUB>[periplasm]</SUB> + H<sub>2</sub>O<SUB>[periplasm]</SUB>  &rarr;  L-threonine<SUB>[periplasm]</SUB> + phosphate<SUB>[periplasm]</SUB>,EG10727,phoA,NA
HMDB00167,THR,TRANS-RXN0-0244,L-threonine<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  L-threonine<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>,EG12134,rhtA,NA
HMDB00167,THR,TRANS-RXN0-0244,L-threonine<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  L-threonine<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>,EG11468,rhtC,NA
HMDB00167,THR,TRANS-RXN-72,L-threonine<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  L-threonine<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>,EG10991,tdcC,NA
HMDB00167,THR,RXN-16504,lineolate-<i>L</i>-ornithine-<i>L</i>-threonine-<i>trans</i>-hydroxy-<i>L</i>-proline-3-hydroxy-<i>L</i>-homotyrosyl-[acp] + L-threonine + ATP  &rarr;  lineolate-<i>L</i>-ornithine-<i>L</i>-threonine-<i>trans</i>-hydroxy-<i>L</i>-proline-3-hydroxy-<i>L</i>-homotyrosine-<i>L</i>-threonyl-[acp] + ADP + phosphate + H<SUP>+</SUP>,G-43943,EcdA,NA
HMDB00167,THR,RXN-16501,lineolate-<i>L</i>-ornithyl-[acp] + L-threonine + ATP  &rarr;  linoleoyl-<i>L</i>-ornithyl-<i>L</i>-threonyl-[acp] + ADP + phosphate + H<SUP>+</SUP>,G-43943,EcdA,NA
HMDB00167,THR,THRESYN-RXN,O-phospho-L-homoserine + H<sub>2</sub>O  &rarr;  L-threonine + phosphate,G-11198,thrC,NA
HMDB00167,THR,THRESYN-RXN,O-phospho-L-homoserine + H<sub>2</sub>O  &rarr;  L-threonine + phosphate,EG11000,thrC,NA
HMDB00158,TYR,RXN-16699,"(5E,7E,9E,11E,13E)-3,7,11,13-tetramethylpentadeca-5,7,9,11,13-pentaene-2,4-dioyl-[acp] + L-tyrosine + ATP  &rarr;  fusaridione A + a <i>holo</i>-[acyl-carrier protein] + AMP + diphosphate + H<SUP>+</SUP>",G-44044,fsdS,NA
HMDB00158,TYR,RXN-15895,"10-methyl-3-oxo-4,6,8-dodecatrienoyl-[acp] + ATP + L-tyrosine  &rarr;  predesmethylbassianin A + AMP + a <i>holo</i>-[acyl-carrier protein] + diphosphate + 2 H<SUP>+</SUP>",G-34613,DmbS,NA
HMDB00158,TYR,RXN-5861,2 L-tyrosine + oxygen  &rarr;  2 L-dopa,G-14828,lmbB2,NA
HMDB00158,TYR,RXN-5861,2 L-tyrosine + oxygen  &rarr;  2 L-dopa,HS01248,TYR,NA
HMDB00158,TYR,RXN-15200,2-oxo-3-phenylpropanoate + L-tyrosine  &harr;  L-phenylalanine + 4-hydroxyphenylpyruvate,G-17922,ArAT1,NA
HMDB00158,TYR,RXN-15200,2-oxo-3-phenylpropanoate + L-tyrosine  &harr;  L-phenylalanine + 4-hydroxyphenylpyruvate,G-43861,bacF,NA
HMDB00158,TYR,RXN-15200,2-oxo-3-phenylpropanoate + L-tyrosine  &harr;  L-phenylalanine + 4-hydroxyphenylpyruvate,G-17921,PPY-AT,NA
HMDB00158,TYR,RXN-9448,"3'-amino-3'-deoxyadenosine + L-tyrosine  &rarr;  <i>N</i>6,<i>N</i>6,<i>O</i>-tridemethylpuromycin + H<sub>2</sub>O",G-10675,pur6,NA
HMDB00158,TYR,RXN-15918,"4,6-dimethyl-3-oxooctanoyl-[acp] + L-tyrosine + ATP  &rarr;  preaspyridone A + AMP + a <i>holo</i>-[acyl-carrier protein] + diphosphate + 2 H<SUP>+</SUP>",G-34642,AspA,NA
HMDB00158,TYR,RXN-8079,"5-amino-6-(D-ribitylamino)uracil + L-tyrosine + 2 <i>S</i>-adenosyl-L-methionine  &rarr;  7,8-didemethyl-8-hydroxy-5-deazariboflavin + 2-iminoacetate + 2 5'-deoxyadenosine + 2 L-methionine + ammonium + 3 H<SUP>+</SUP>",G-9417,cofG,NA
HMDB00158,TYR,RXN-8079,"5-amino-6-(D-ribitylamino)uracil + L-tyrosine + 2 <i>S</i>-adenosyl-L-methionine  &rarr;  7,8-didemethyl-8-hydroxy-5-deazariboflavin + 2-iminoacetate + 2 5'-deoxyadenosine + 2 L-methionine + ammonium + 3 H<SUP>+</SUP>",G-9418,cofH,NA
HMDB00158,TYR,RXN-8079,"5-amino-6-(D-ribitylamino)uracil + L-tyrosine + 2 <i>S</i>-adenosyl-L-methionine  &rarr;  7,8-didemethyl-8-hydroxy-5-deazariboflavin + 2-iminoacetate + 2 5'-deoxyadenosine + 2 L-methionine + ammonium + 3 H<SUP>+</SUP>",G-9419,fbiC,NA
HMDB00158,TYR,RXN-15883,"6,8-dimethyl-3-oxo-4,6-decadienoyl-[acp] + L-tyrosine + ATP  &rarr;  pretenellin A + a <i>holo</i>-[acyl-carrier protein] + AMP + diphosphate + 2 H<SUP>+</SUP>",G-34606,tenS,NA
HMDB00158,TYR,RXN-15898,"8,10-dimethyl-3-oxo-4,6,8-dodecatrienoyl-[acp] + ATP + L-tyrosine  &rarr;  prebassianin A + AMP + a <i>holo</i>-[acyl-carrier protein] + diphosphate + 2 H<SUP>+</SUP>",G-34615,TenS(&Delta;KR:dmbS-KR),NA
HMDB00158,TYR,RXN-15305,<i>S</i>-adenosyl-L-methionine + L-tyrosine  &rarr;  <i>S</i>-adenosyl-L-homocysteine + 3-methyl-L-tyrosine + H<SUP>+</SUP>,G-44046,sfmM2,NA
HMDB00158,TYR,RXN-14666,a NovH peptidyl-carrier protein + L-tyrosine + ATP  &rarr;  L-tyrosine-<i>S</i>-[NovH protein] + AMP + diphosphate,G-16077,novH,NA
HMDB00158,TYR,TYROSINE--TRNA-LIGASE-RXN,a tRNA<SUP>tyr</SUP> + L-tyrosine + ATP  &rarr;  an L-tyrosyl-[tRNA<SUP>tyr</SUP>] + AMP + diphosphate,EG11043,tyrS,NA
HMDB00158,TYR,RXN-10432,indole-3-acetate + L-tyrosine + ATP  &rarr;  indole-3-acetyl-tyrosine + AMP + diphosphate + H<SUP>+</SUP>,AT1G28130,GH3.17,NA
HMDB00158,TYR,RXN-10432,indole-3-acetate + L-tyrosine + ATP  &rarr;  indole-3-acetyl-tyrosine + AMP + diphosphate + H<SUP>+</SUP>,AT4G37390,GH3.2,NA
HMDB00158,TYR,RXN-10432,indole-3-acetate + L-tyrosine + ATP  &rarr;  indole-3-acetyl-tyrosine + AMP + diphosphate + H<SUP>+</SUP>,AT2G23170,GH3.3,NA
HMDB00158,TYR,RXN-10432,indole-3-acetate + L-tyrosine + ATP  &rarr;  indole-3-acetyl-tyrosine + AMP + diphosphate + H<SUP>+</SUP>,AT1G59500,GH3.4,NA
HMDB00158,TYR,RXN-10432,indole-3-acetate + L-tyrosine + ATP  &rarr;  indole-3-acetyl-tyrosine + AMP + diphosphate + H<SUP>+</SUP>,AT4G27260,GH3.5,NA
HMDB00158,TYR,RXN-10432,indole-3-acetate + L-tyrosine + ATP  &rarr;  indole-3-acetyl-tyrosine + AMP + diphosphate + H<SUP>+</SUP>,AT5G54510,GH3.6,NA
HMDB00158,TYR,CYCLOHEXADIENYL-DEHYDROGENASE-RXN,L-arogenate + NAD<sup>+</sup>  &rarr;  L-tyrosine + CO<SUB>2</SUB> + NADH,G-16031,AroDH-1,NA
HMDB00158,TYR,RXN-5682,L-arogenate + NADP<sup>+</sup>  &rarr;  L-tyrosine + CO<SUB>2</SUB> + NADPH,G-11051,tyrAa,NA
HMDB00158,TYR,RXN-5682,L-arogenate + NADP<sup>+</sup>  &rarr;  L-tyrosine + CO<SUB>2</SUB> + NADPH,AT5G34930,TyrAAT1,NA
