pathwayID	Name	Matches
PWY-5324	L-lysine degradation IX	"RXN-8173, LYSINE--PYRUVATE-6-AMINOTRANSFERASE-RXN"
PWY-5283	L-lysine degradation V	"RXN-8162, RXN-8167, RXN-8172, RXN-8163, 2-AMINOADIPATE-AMINOTRANSFERASE-RXN, LYSINE-RACEMASE-RXN, RXN-8166, L-PIPECOLATE-OXIDASE-RXN, RXN-14724"
PWY-5298	L-lysine degradation VI	"RXN-8173, RXN-8162, L-LYSINE-AMINOTRANSFERASE-RXN"
PWY-5311	L-lysine degradation VII	"RXN-8172, RXN-8243, L-LYSINE-OXIDASE-RXN"
PWY-5314	L-lysine degradation VIII	"RXN-8173, RXN-8808"
PWY-6328	L-lysine degradation X	"RXN-10854, VAGL-RXN, RXN-10853, RXN-8182, LYSDECARBOX-RXN, RXN-14724"
LYSINE-DEG1-PWY	L-lysine degradation XI (mammalian)	"1.2.1.31-RXN, 2-KETO-ADIPATE-DEHYDROG-RXN, 2-AMINOADIPATE-AMINOTRANSFERASE-RXN, 1.5.1.9-RXN, 1.5.1.8-RXN"
P163-PWY	L-lysine fermentation to acetate and butanoate	"1.4.1.11-RXN, 4.3.1.14-RXN, R125-RXN, ACETYL-COA-ACETYLTRANSFER-RXN, PHOSACETYLTRANS-RXN, ACETATEKIN-RXN, 2.8.3.9-RXN, BUTYRYL-COA-DEHYDROGENASE-RXN, BETA-LYSINE-56-AMINOMUTASE-RXN, LYSINE-23-AMINOMUTASE-RXN"
PWY-7516	L-lyxonate degradation	"RXN-8775, 4.2.1.43-RXN, RXN-15590"
LYXMET-PWY	L-lyxose degradation	"LYXISOM-RXN, RIBULPEPIM-RXN, LXULRU5P-RXN, LYXK-RXN"
PWY-7685	L-malate degradation I	RXN-16819
PWY-7686	L-malate degradation II	1.1.1.39-RXN
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	"RXN-15131, O-SUCCHOMOSERLYASE-RXN, HOMOCYSMET-RXN, HOMOCYSMETB12-RXN, HOMSUCTRAN-RXN"
PWY-702	L-methionine biosynthesis II	"HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN, RXN-15131, CYSPH-RXN, HOMOCYSMET-RXN, HOMOSERKIN-RXN, MMUM-RXN"
HSERMETANA-PWY	L-methionine biosynthesis III	"ACETYLHOMOSER-CYS-RXN, HOMOCYSMET-RXN, HOMOCYSMETB12-RXN, HOMOSERINE-O-ACETYLTRANSFERASE-RXN"
METHIONINE-DEG1-PWY	L-methionine degradation I (to L-homocysteine)	"ADENOSYLHOMOCYSTEINASE-RXN, RXN-7605, S-ADENMETSYN-RXN"
PWY-701	L-methionine degradation II	"RXN-15121, RXN-15123, RXN-14301"
PWY-5082	L-methionine degradation III	"RXN-7704, RXN-7708, RXN-7706"
PWY-7270	L-methionine salvage cycle II (plants)	"R147-RXN, R83-RXN, RXN-13072, R82-RXN, R145-RXN, 4.4.1.14-RXN, METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN, 5.3.1.23-RXN, 5-METHYLTHIORIBOSE-KINASE-RXN, S-ADENMETSYN-RXN, RXN-15650"
ADENOSYLHOMOCYSCAT-PWY	L-methionine salvage from L-homocysteine	"HOMOCYSMETB12-RXN, 2.1.1.5-RXN, MMUM-RXN"
PWY-5957	L-nicotianamine biosynthesis	2.5.1.43-RXN
GLUTORN-PWY	L-ornithine biosynthesis I	"ACETYLGLUTKIN-RXN, N-ACETYLGLUTPREDUCT-RXN, ACETYLORNTRANSAM-RXN, ACETYLORNDEACET-RXN, N-ACETYLTRANSFER-RXN"
ARGININE-SYN4-PWY	L-ornithine biosynthesis II	"GLUTKIN-RXN, GLUTAMATE-DEHYDROGENASE-NADP+-RXN, GLUTSEMIALDEHYDROG-RXN, ORNITHINE-GLU-AMINOTRANSFERASE-RXN"
ORN-AMINOPENTANOATE-CAT-PWY	L-ornithine degradation I (L-proline biosynthesis)	ORNITHINE-CYCLODEAMINASE-RXN
PWY-6344	L-ornithine degradation II (Stickland reaction)	"24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN, SPONTPRO-RXN, AKPTHIOL-RXN, ORNMUTST-RXN, PRDABST-RXN, ORNITHINE-RACEMASE-RXN, ORNITHINE-GLU-AMINOTRANSFERASE-RXN, PROLINE-RACEMASE-RXN, PYRROLINECARBREDUCT-RXN"
PHESYN	L-phenylalanine biosynthesis I	"PHEAMINOTRANS-RXN, CHORISMATEMUT-RXN, PREPHENATEDEHYDRAT-RXN"
PWY-3462	L-phenylalanine biosynthesis II	"CHORISMATEMUT-RXN, PREPHENATE-TRANSAMINE-RXN, CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN"
PWY-7432	"L-phenylalanine biosynthesis III (cytosolic, plants)"	"PHEAMINOTRANS-RXN, RXN-15200, 4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN, PREPHENATEDEHYDRAT-RXN"
PHENYLALANINE-DEG1-PWY	L-phenylalanine degradation I (aerobic)	"RXN-7908, PHENYLALANINE-4-MONOOXYGENASE-RXN, RXN-7909"
ANAPHENOXI-PWY	L-phenylalanine degradation II (anaerobic)	"PHENYLPYRUVATE-DECARBOXYLASE-RXN, PHEAMINOTRANS-RXN, PHENDEHYD-RXN"
PWY-5079	L-phenylalanine degradation III	"PHENYLPYRUVATE-DECARBOXYLASE-RXN, PHEAMINOTRANS-RXN, RXN-7700, 2.6.1.58-RXN"
PWY-6318	"L-phenylalanine degradation IV (mammalian, via side chain)"	"RXN-10816, RXN-10815, RXN-10817, GLUTAMINE-N-PHENYLACETYLTRANSFERASE-RXN, RXN-10814, PHENYLALANINE-DECARBOXYLASE-RXN, PHENDEHYD-RXN, RXN-10819, RXN-10821"
PWY-7158	L-phenylalanine degradation V	"RXN-13908, RXN-13909, RXN-13907"
PWY-7861	L-pipecolate biosynthesis	"RXN-8172, RXN66-565, RXN-8166"
P561-PWY	L-proline betaine degradation	"R502-RXN, RXN-15941, R501-RXN"
PROSYN-PWY	L-proline biosynthesis I	"SPONTPRO-RXN, GLUTKIN-RXN, GLUTSEMIALDEHYDROG-RXN, PYRROLINECARBREDUCT-RXN"
PWY-4981	L-proline biosynthesis II (from arginine)	"SPONTPRO-RXN, ARGININE-DEIMINASE-RXN, CITRULLINASE-RXN, ORNITHINE-GLU-AMINOTRANSFERASE-RXN, ORNCARBAMTRANSFER-RXN, PYRROLINECARBREDUCT-RXN"
PWY-3341	L-proline biosynthesis III	"SPONTPRO-RXN, GLUTKIN-RXN, GLUTSEMIALDEHYDROG-RXN, ORNITHINE-GLU-AMINOTRANSFERASE-RXN, PYRROLINECARBREDUCT-RXN"
PWY-4281	L-proline biosynthesis IV	"25-DIAMINOVALERATE-AMINOTRANSFERASE-RXN, RXN-6861, PYRROLINE-2-CARBOXYLATE-REDUCTASE-RXN"
PROUT-PWY	L-proline degradation	"SPONTPRO-RXN, RXN-14116, RXN-14903"
PWY-6994	L-pyrrolysine biosynthesis	"RXN-13084, RXN-13080, RXN-13074"
RHAMCAT-PWY	L-rhamnose degradation I	"RXN0-5306, RHAMNISOM-RXN, RXN-15356, RHAMNULOKIN-RXN, RHAMNULPALDOL-RXN"
PWY-6713	L-rhamnose degradation II	"LACTALDDEHYDROG-RXN, RXN-12165, RXN0-5433, RXN-12158, L-RHAMNOSE-1-DEHYDROGENASE-RXN, L-RHAMNONATE-DEHYDRATASE-RXN, L-RHAMNONO-14-LACTONASE-RXN, RXN-12149"
PWY-6714	L-rhamnose degradation III	"RXN-12096, RXN-12095, RXN-12158, L-RHAMNOSE-1-DEHYDROGENASE-RXN, L-RHAMNONATE-DEHYDRATASE-RXN, L-RHAMNONO-14-LACTONASE-RXN, RXN-12149"
PWY0-901	L-selenocysteine biosynthesis I (bacteria)	"RXN0-2161, 2.7.9.3-RXN, 2.9.1.1-RXN"
PWY-6281	L-selenocysteine biosynthesis II (archaea and eukaryotes)	"RXN0-2161, RXN-10039, RXN-10038, 2.7.9.3-RXN"
SERSYN-PWY	L-serine biosynthesis	"PGLYCDEHYDROG-RXN, PSERTRANSAM-RXN, RXN0-5114"
SERDEG-PWY	L-serine degradation	"RXN-15124, RXN-15127, RXN-15125"
P302-PWY	L-sorbose degradation	"R262-RXN, SORB6PDEHYDROG-RXN"
PWY-7787	L-threitol degradation	"RXN-17762, RXN-17765, RXN-17766, RXN-17764"
HOMOSER-THRESYN-PWY	L-threonine biosynthesis	"HOMOSERKIN-RXN, THRESYN-RXN"
PWY-5437	L-threonine degradation I	"RXN-15121, RXN-15123, KETOBUTFORMLY-RXN, PROPKIN-RXN, RXN-15122, PTAALT-RXN"
THREONINE-DEG2-PWY	L-threonine degradation II	"AKBLIG-RXN, THREODEHYD-RXN"
THRDLCTCAT-PWY	L-threonine degradation III (to methylglyoxal)	"AMACETOXID-RXN, THREOSPON-RXN, THREODEHYD-RXN"
PWY-5436	L-threonine degradation IV	"ACETALD-DEHYDROG-RXN, THREONINE-ALDOLASE-RXN"
PWY66-428	L-threonine degradation V	"RXN-7790, THREDEHYD-RXN"
TRPSYN-PWY	L-tryptophan biosynthesis	"RXN0-2381, IGPSYN-RXN, PRAISOM-RXN, PRTRANS-RXN, ANTHRANSYN-RXN, RXN0-2382"
TRPCAT-PWY	L-tryptophan degradation I (via anthranilate)	"ARYLFORMAMIDASE-RXN, KYNURENINASE-RXN, RXN-8665"
TRYPDEG-PWY	L-tryptophan degradation II (via pyruvate)	"RXN-15124, RXN-15127, RXN-15578"
TRPKYNCAT-PWY	L-tryptophan degradation IV (via indole-3-lactate)	"TRYPTOPHAN-AMINOTRANSFERASE-RXN, INDOLELACTATE-DEHYDROGENASE-RXN"
PWY-5651	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	"3-HYDROXY-KYNURENINASE-RXN, 1.13.11.6-RXN, ARYLFORMAMIDASE-RXN, KYNURENINE-3-MONOOXYGENASE-RXN, RXN-8665"
PWY-3162	L-tryptophan degradation V (side chain pathway)	"RXN-5422, RXN-5581, RXN-5421, RXN-5423, RXN-5603, RXN-5443, RXN-5424, RXN-5403, RXN-5442, RXN-5441, RXN-5445, RXN-5444, RXN-5402"
PWY-3181	L-tryptophan degradation VI (via tryptamine)	"INDOLE-3-ACETALDEHYDE-OXIDASE-RXN, AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN, RXN-1401"
TRPIAACAT-PWY	L-tryptophan degradation VII (via indole-3-pyruvate)	"4.1.1.74-RXN, TRYPTOPHAN-AMINOTRANSFERASE-RXN, INDOLE-3-ACETALDEHYDE-OXIDASE-RXN"
PWY-5081	L-tryptophan degradation VIII (to tryptophol)	"4.1.1.74-RXN, TRYPTOPHAN-AMINOTRANSFERASE-RXN, 1.1.1.190-RXN, 2.6.1.28-RXN"
PWY-6307	"L-tryptophan degradation X (mammalian, via tryptamine)"	"RXN-10715, RXN-10717, AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN, RXN-1401"
PWY-6309	"L-tryptophan degradation XI (mammalian, via kynurenine)"	"RXN-10723, 1.2.1.32-RXN, 3.5.99.5-RXN, 2-KETO-ADIPATE-DEHYDROG-RXN, 2-AMINOMUCONATE-REDUCTASE-RXN, RXN-10721, 3-HYDROXY-KYNURENINASE-RXN, 1.13.11.6-RXN, RXN-10722, RXN-10720, ARYLFORMAMIDASE-RXN, AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN, RXN-10724, 2.6.1.7-RXN, KYNURENINASE-RXN, KYNURENINE-3-MONOOXYGENASE-RXN, RXN-8665"
PWY-6505	L-tryptophan degradation XII (Geobacillus)	"1.2.1.32-RXN, 3.5.99.5-RXN, 4.1.1.77-RXN, 2-OXOPENT-4-ENOATE-HYDRATASE-RXN, MHPELY-RXN, 1.13.11.6-RXN, ARYLFORMAMIDASE-RXN, ACETALD-DEHYDROG-RXN, AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN, RXN-10724, KYNURENINASE-RXN, RXN-8665"
TYRSYN	L-tyrosine biosynthesis I	"CHORISMATEMUT-RXN, TYROSINE-AMINOTRANSFERASE-RXN, PREPHENATEDEHYDROG-RXN"
PWY-3461	L-tyrosine biosynthesis II	"CHORISMATEMUT-RXN, PREPHENATE-TRANSAMINE-RXN, RXN-5682"
PWY-6120	L-tyrosine biosynthesis III	"CHORISMATEMUT-RXN, PREPHENATE-TRANSAMINE-RXN, CYCLOHEXADIENYL-DEHYDROGENASE-RXN"
PWY-6134	L-tyrosine biosynthesis IV	PHENYLALANINE-4-MONOOXYGENASE-RXN
TYRFUMCAT-PWY	L-tyrosine degradation I	"FUMARYLACETOACETASE-RXN, 4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN, MALEYLACETOACETATE-ISOMERASE-RXN, HOMOGENTISATE-12-DIOXYGENASE-RXN, TYROSINE-AMINOTRANSFERASE-RXN"
PWY-5151	L-tyrosine degradation II	"1.2.3.13-RXN, TYROSINE-AMINOTRANSFERASE-RXN"
PWY3O-4108	L-tyrosine degradation III	"4.1.1.80-RXN, RXN3O-4113, TYROSINE-AMINOTRANSFERASE-RXN, RXN3O-4157"
PWY-7514	L-tyrosine degradation IV (to 4-methylphenol)	"1.2.3.13-RXN, 4.1.1.83-RXN, TYROSINE-AMINOTRANSFERASE-RXN"
VALSYN-PWY	L-valine biosynthesis	"DIHYDROXYISOVALDEHYDRAT-RXN, ACETOLACTREDUCTOISOM-RXN, ACETOLACTSYN-RXN, BRANCHED-CHAINAMINOTRANSFERVAL-RXN"
VALDEG-PWY	L-valine degradation I	"3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN, METHYLACYLYLCOA-HYDROXY-RXN, 3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN, RXN-11213, 2.6.1.22-RXN, 1.2.1.25-RXN, MEPROPCOA-FAD-RXN, BRANCHED-CHAINAMINOTRANSFERVAL-RXN"
PWY-5057	L-valine degradation II	"RXN-7643, RXN-7657, BRANCHED-CHAINAMINOTRANSFERVAL-RXN"
PWY-6645	labdane-type diterpenes biosynthesis	"RXN-11772, RXN-11775, RXN-11774, RXN-11773"
PWY-5828	lacinilene C biosynthesis	"RXN-9186, 4.6.1.11-RXN, RXN-9187"
PWY-5197	lactate biosynthesis (archaea)	"RXN-10064, LACTALDDEHYDROG-RXN, RXN-8075, RXN-10054, FUCPALDOL-RXN"
PWY-7839	lacto-series glycosphingolipids biosynthesis	"GALACTOSIDE-2-L-FUCOSYLTRANSFERASE-RXN, RXN-18310, RXN-18309, RXN-12119, 2.4.1.86-RXN, CERAMIDE-GLUCOSYLTRANSFERASE-RXN, 2.4.1.206-RXN"
LACTOSECAT-PWY	lactose and galactose degradation I	"LACTOSE-6-PHOSPHATE-ISOMERASE-RXN, TAGAALDOL-RXN, TAGAKIN-RXN, LACTOSE6P-HYDROXY-RXN"
LACTOSEUTIL-PWY	lactose degradation II	"LACTOSE-DEHYDRO-RXN, KETOLACTOSE-RXN, KETOGAL-DEHYDROXY-RXN"
BGALACT-PWY	lactose degradation III	BETAGALACTOSID-RXN
PWY-5175	lactucaxanthin biosynthesis	"RXN-8028, RXN-8030, RXN-8029"
PWY-6778	laminaribiose degradation	LAMINARIBIOSE-PHOSPHORYLASE-RXN
PWY-7265	lampranthin biosynthesis	"RXN-14450, RXN-14449"
PWY-6132	lanosterol biosynthesis	LANOSTEROL-SYNTHASE-RXN
PWY-1	lathyrine biosynthesis	"RXN-7, RXN-6, RXN-5"
PWY-5801	lawsone biosynthesis	RXN-9103
PWY-7767	leucine degradation IV	"RXN-16245, RXN-16247, RXN-16246, RXN-17524, BRANCHED-CHAINAMINOTRANSFERLEU-RXN"
PWY-5152	leucodelphinidin biosynthesis	"RXN-525, RXN-13718, RXN-7784, RXN-7922, RXN-7921"
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	"RXN-525, RXN-600, DIHYDROKAEMPFEROL-4-REDUCTASE-RXN, RXN-7775"
PWY66-375	leukotriene biosynthesis	"RXN-8647, ARACHIDONATE-5-LIPOXYGENASE-RXN, LEUKOTRIENE-A4-HYDROLASE-RXN, LEUKOTRIENE-C4-SYNTHASE-RXN, RXN66-336, RXN66-337"
PWY-5412	levopimaric acid biosynthesis	"RXN-8511, RXN-4861, RXN-8518, RXN-8515, RXN-8517, RXN-8516"
PWY-5923	limonene degradation I (D-limonene)	"RXN-9415, RXN-9949, RXN-9410, RXN-9406, RXN-9417, RXN-9407, 3.3.2.8-RXN"
PWY-5924	limonene degradation II (L-limonene)	"RXN-9948, RXN-9411, RXN-9416, RXN-9423, RXN-9409, RXN-9418, RXN-9413"
PWY-6526	limonene degradation III (to perillate)	"RXN-15824, RXN-11462, RXN-11493"
PWY-7182	linalool biosynthesis I	"GPPSYN-RXN, 4.2.3.26-RXN"
PWY-3022	linamarin biosynthesis	"RXN-5066, RXN-5081, RXN-5082, RXN-5065, RXN-5064, RXN-5063, LINAMARIN-SYNTHASE-RXN"
PWY-3121	linamarin degradation	"ACETONE-CYANHYDRIN-LYASE-RXN, RXN-5341"
PWY-6955	lincomycin biosynthesis	"RXN-12855, RXN-5861, RXN-12854, RXN-12860, RXN-12851, RXN-12859, RXN-12852, STIZOLOBINATE-SYNTHASE-RXN"
PWY-5365	linear furanocoumarin biosynthesis	"RXN-8386, 2.1.1.69-RXN, RXN-8383, RXN-8382, RXN-8387"
PWY-6828	linezolid resistance	RXN-12465
PWY-5995	linoleate biosynthesis I (plants)	"RXN-9669, RXN-16036, RXN-16045, RXN-9670"
PWY-6001	linoleate biosynthesis II (animals)	"RXN-9644, RXN-9601"
PWY-7593	linoleate biosynthesis III (cyanobacteria)	RXN-16068
PWY-7496	linuron degradation	"RXN-15527, RXN-15526"
PWY-7091	linustatin bioactivation	"ACETONE-CYANHYDRIN-LYASE-RXN, RXN-5341, RXN-13646, RXN-13602"
LIPA-CORESYN-PWY	Lipid A-core biosynthesis	"RXN0-5118, RXN0-5127, RXN0-5121, RXN0-5122, RXN0-5123, RXN0-5061, RXN0-5124, RXN0-5120, RXN0-5126, RXN0-5125"
NAGLIPASYN-PWY	lipid IV<sub>A</sub> biosynthesis	"UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN, TETRAACYLDISACC4KIN-RXN, LIPIDADISACCHARIDESYNTH-RXN, LIPIDXSYNTHESIS-RXN, UDPACYLGLCNACDEACETYL-RXN, UDPNACETYLGLUCOSAMACYLTRANS-RXN"
PWY-7382	lipoate biosynthesis and incorporation (yeast)	"RXN-14959, RXN-14950, RXN-14957, RXN-14954, RXN-13037, RXN-14958, RXN-14955"
PWY0-501	lipoate biosynthesis and incorporation I	"RXN0-949, RXN0-947"
PWY0-1275	lipoate biosynthesis and incorporation II	"RXN0-949, RXN0-5098"
PWY-6987	lipoate biosynthesis and incorporation III (Bacillus)	"RXN-13036, RXN0-949, RXN-13037"
PWY0-522	lipoate salvage I	"RXN-8654, RXN-8655"
PWY-6984	lipoate salvage II	"RXN-13032, RXN-13031, RXN-8654, RXN-13039"
PWY66-392	lipoxin biosynthesis	"RXN66-491, RXN66-493, RXN66-490, RXN-13395, RXN66-486, RXN66-492"
PWY-7572	lolitrem B biosynthesis	"RXN-15967, RXN-15960, RXN-15963, RXN-15968, RXN-15964, RXN-15735, RXN-15958, RXN-15966, RXN-15955, RXN-15956, RXN-15957, RXN-15959, RXN-15961, RXN-15962, RXN-15965"
PWY-6873	long chain fatty acid ester synthesis (engineered)	"RXN-12639, RXN-7904, RXN-11039, RXN-6161"
PWY-5143	long-chain fatty acid activation	RXN-7904
PWY-5990	lotaustralin biosynthesis	"RXN-9640, RXN-9641, RXN-9642, RXN-9643, RXN-9639, RXN-9638, RXN-9636"
PWY-6002	lotaustralin degradation	"RXN-11733, RXN-9674"
PWY-7535	lovastatin biosynthesis	"RXN-15718, RXN-15672, 2.3.1.161-RXN, RXN-15671, RXN-15690, RXN-15694, RXN-15674"
PWY-5468	lupanine biosynthesis	"RXN-8694, RXN-8692, RXN-8688, LYSDECARBOX-RXN, RXN-8693"
PWY-112	lupeol biosynthesis	RXN-111
PWY-5967	lupinate biosynthesis	BETA-9-CYTOKININ-ALANINE-SYNTHASE-RXN
PWY-5132	lupulone and humulone biosynthesis	"RXN-18446, RXN-7807, RXN-7810, RXN-18441, RXN-7811, 2.3.1.156-RXN"
PWY-5947	lutein biosynthesis	"RXN-5961, RXN1F-148, RXN-5962"
PWY-5060	luteolin biosynthesis	"RXN-7686, RXN-7652, RXN-7650, RXN-7687, RXN-7653, RXN-7651"
PWY-6239	luteolin glycosides biosynthesis	"RXN-13801, RXN-5004, FLAVONE-7-O-BETA-GLUCOSYLTRANSFERASE-RXN"
PWY-7444	luteolin triglucuronide biosynthesis	"LUTEOLIN-7-O-GLUCORONOSYLTRANSFERASE-RXN, 2.4.1.191-RXN, 2.4.1.190-RXN"
PWY-7445	luteolin triglucuronide degradation	"RXN-15288, RXN-15290, RXN-15289, RXN-15291"
PWY-7252	luteolinidin 5-<i>O</i>-glucoside biosynthesis	"RXN-14423, RXN-14422, RXN-14424"
PWY-6524	lychnose and isolychnose biosynthesis	"RXN-15224, RXN-11490, 2.4.1.82-RXN, 2.4.1.123-RXN"
PWY-7708	lyngbyatoxin biosynthesis	"RXN-17002, RXN-17003, RXN-17004, RXN-17005, RXN-17006"
PWY-2464	maackiain biosynthesis	"RXN-3766, RXN-13700, RXN-3768, RXN-3763, RXN-3762, RXN-3765"
PWY-2701	maackiain conjugates interconversion	"RXN-4322, RXN-4320, RXN-4321, RXN-4319"
PWY-5876	magnoflorine biosynthesis	"RXN-9314, RXN-9315"
PWY-5796	malonate decarboxylase activation	"RXN-9101, 2.7.8.25-RXN"
PWY-5794	malonate degradation I (biotin-independent)	"RXN-9730, RXN-9729, RXN-9728"
PWY-6060	malonate degradation II (biotin-dependent)	"RXN-9775, RXN-9729, RXN-9776, RXN-9777"
MALTOSECAT-PWY	maltose degradation	"BETA-PHOSPHOGLUCOMUTASE-RXN, MALTOSE-PHOSPHORYLASE-RXN"
PWY-1501	mandelate degradation I	"MANDELATE-RACEMASE-RXN, MANDELATE-DEHYDROGENASE-RXN, BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN, BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN, BENZOYLFORMATE-DECARBOXYLASE-RXN"
PWY-6591	manganese oxidation I	"MANGANESE-PEROXIDASE-RXN, RXN-11645"
PWY-6592	manganese oxidation II	"RXN-11645, RXN-11646"
PWY-6109	mangrove triterpenoid biosynthesis	"RXN-8434, RXN-7570, CYCLOARTENOL-SYNTHASE-RXN, RXN-9915, RXN-111, RXN-9916"
PWY-3881	mannitol biosynthesis	"MANNITOL-1-PHOSPHATASE-RXN, MANNOSE-6-PHOSPHATE-6-REDUCTASE-RXN, MANNPISOM-RXN"
PWY-6531	mannitol cycle	"FRUCTOKINASE-RXN, RXN-14515, MANNITOL-2-DEHYDROGENASE-RXN, MANNITOL-1-PHOSPHATASE-RXN, MANNPDEHYDROG-RXN"
MANNIDEG-PWY	mannitol degradation I	MANNPDEHYDROG-RXN
PWY-3861	mannitol degradation II	"RXN-14500, 1.1.1.255-RXN, MANNKIN-RXN, MANNPISOM-RXN"
PWY-7531	mannojirimycin biosynthesis	"RXN-15665, RXN-15664, RXN-15663, RXN-15662"
PWY-7426	mannosyl-glycoprotein <i>N</i>-acetylglucosaminyltransferases	"3.2.1.114-RXN, 2.4.1.101-RXN, 2.4.1.143-RXN, 2.4.1.144-RXN, 2.4.1.145-RXN, 2.4.1.155-RXN, 2.4.1.201-RXN"
PWY-6116	mannosylfructose biosynthesis	"RXN-9935, RXN-9936"
PWY-6686	mannosylglucosylglycerate biosynthesis I	"RXN-12039, RXN-12029, RXN-12041"
PWY-6687	mannosylglucosylglycerate biosynthesis II	"RXN-12040, RXN-12028"
PWY-5656	mannosylglycerate biosynthesis I	"3.1.3.70-RXN, 2.4.1.217-RXN"
PWY-5658	mannosylglycerate biosynthesis II	RXN-8849
PWY-6005	marneral biosynthesis	RXN-9664
PWY-5466	matairesinol biosynthesis	"RXN-8678, RXN-8679, RXN-8683, RXN-8684, RXN-8680, RXN-8681, RXN-17352, RXN-8677, RXN-17353, RXN-17351"
PWY-5793	maysin biosynthesis	"RXN-9082, RXN-9085, RXN-9081"
PWY-2463	medicarpin biosynthesis	"RXN-3562, RXN-3602, RXN-3601, ISOFLAVONE-2-HYDROXYLASE-RXN"
PWY-2561	medicarpin conjugates interconversion	"RXN-4207, RXN-4204, RXN-4206, RXN-4201"
PWY-7109	megalomicin A biosynthesis	"RXN-13661, RXN-12925"
PWY-5170	melamine degradation	"RXN-8017, RXN-8016, RXN-8015"
PWY-6398	melatonin degradation I	"RXN-11058, RXN-11059, RXN-11056, RXN-11057, RXN-11060"
PWY-6399	melatonin degradation II	"RXN-11069, RXN-11068, RXN-11067, RXN-11066"
PWY-6400	melatonin degradation III	"RXN-11073, RXN-11071"
PWY-7607	meleagrin biosynthesis	"RXN-16144, RXN-16145, RXN-16142, RXN-16141, RXN-16140, RXN-16143"
PWY0-1301	melibiose degradation	ALPHAGALACTOSID-RXN
PWY-5890	menaquinol-10 biosynthesis	"RXN-9361, RXN-9358"
PWY-5891	menaquinol-11 biosynthesis	"RXN-9362, RXN-9359"
PWY-5892	menaquinol-12 biosynthesis	"RXN-9363, RXN-9360"
PWY-5895	menaquinol-13 biosynthesis	"RXN-9366, RXN-9365"
PWY-5849	menaquinol-6 biosynthesis	RXN-9220
PWY-5839	menaquinol-7 biosynthesis	"RXN-9191, RXN-9190"
MENAQUINONESYN-PWY	menaquinol-8 biosynthesis	ADOMET-DMK-METHYLTRANSFER-RXN
PWY-5844	menaquinol-9 biosynthesis	RXN-9205
PWY-3061	menthol biosynthesis	"RXN-5162, RXN-5161, RXN-5164, RXN-5165, RXN-5166, +-NEOMENTHOL-DEHYDROGENASE-RXN, 1.14.13.104-RXN, --MENTHOL-DEHYDROGENASE-RXN, RXN-5163, ISOPIPERITENOL-DEHYDROGENASE-RXN, --LIMONENE-3-MONOOXYGENASE-RXN, 4.2.3.16-RXN"
PWY-7582	mercaptosuccinate degradation	"RXN-16014, RXN-16015"
PWY-1641	methane oxidation to methanol I	METHANE-MONOOXYGENASE-RXN
PWY-6742	methane oxidation to methanol II	RXN-12219
PWY-6044	methanesulfonate degradation	RXN-9770
PWY-5254	methanofuran biosynthesis	"RXN-15945, RXN-15949, RXN-8123, RXN-8119, RXN-15946, RXN-15947, TYROSINE-DECARBOXYLASE-RXN, RXN-15944"
METH-ACETATE-PWY	methanogenesis from acetate	"RXN-12908, ACETYLSYNCLTH-RXN, PHOSACETYLTRANS-RXN, ACETATEKIN-RXN, 1.2.7.4-RXN, MTRMBARK-RXN"
PWY-5248	methanogenesis from dimethylamine	"RXN-8101, RXN-8100"
PWY-5258	methanogenesis from dimethylsulfide	"RXN-8126, RXN-8125"
METHANOGENESIS-PWY	methanogenesis from H<SUB>2</SUB> and CO<SUB>2</SUB>	"2.1.1.86-RXN, H2-METHYLENE-THMPT-DEHYDRO-RXN, 3.5.4.27-RXN, FORMYLMETHANOFURAN-DEHYDROGENASE-RXN, 2.3.1.101-RXN, METHELENE-THMPT-OXI-RXN"
PWY-5259	methanogenesis from methanethiol	"RXN-8126, RXN-8128"
CO2FORM-PWY	methanogenesis from methanol	"RXN-8096, RXN-8095"
PWY-5247	methanogenesis from methylamine	"RXN-8099, RXN-8098"
PWY-5260	methanogenesis from methylthiopropanoate	"RXN-8130, RXN-8126"
PWY-5261	methanogenesis from tetramethylammonium	"RXN-8133, RXN-8132"
PWY-5250	methanogenesis from trimethylamine	"RXN-8103, RXN-8102"
