pathwayID	Name	Matches
PWY-7761	NAD salvage pathway II	"&beta;-nicotinamide D-ribonucleotide + H<sub>2</sub>O  &rarr;  ammonium + &beta;-nicotinate D-ribonucleotide, &beta;-nicotinate D-ribonucleotide + ATP + H<SUP>+</SUP>  &rarr;  nicotinate adenine dinucleotide + diphosphate, ATP + nicotinate adenine dinucleotide + L-glutamine + H<sub>2</sub>O  &rarr;  L-glutamate + AMP + NAD<sup>+</sup> + diphosphate + H<SUP>+</SUP>, NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  AMP + &beta;-nicotinamide D-ribonucleotide + 2 H<SUP>+</SUP>"
NAD-BIOSYNTHESIS-II	NAD salvage pathway III	"&beta;-nicotinamide D-ribonucleotide + ATP + H<SUP>+</SUP>  &rarr;  NAD<sup>+</sup> + diphosphate, &beta;-nicotinamide D-ribonucleotide + H<sub>2</sub>O  &rarr;  1-(&beta;-D ribofuranosyl)nicotinamide + phosphate, 1-(&beta;-D ribofuranosyl)nicotinamide + ATP  &rarr;  &beta;-nicotinamide D-ribonucleotide + ADP + H<SUP>+</SUP>, NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  AMP + &beta;-nicotinamide D-ribonucleotide + 2 H<SUP>+</SUP>, NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  NAD<sup>+</sup> + phosphate"
PWY3O-4106	NAD salvage pathway IV	"&beta;-nicotinamide D-ribonucleotide + ATP + H<SUP>+</SUP>  &rarr;  NAD<sup>+</sup> + diphosphate, 1-(&beta;-D ribofuranosyl)nicotinamide + ATP  &rarr;  &beta;-nicotinamide D-ribonucleotide + ADP + H<SUP>+</SUP>"
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	"ATP + NAD<sup>+</sup>  &rarr;  ADP + NADP<sup>+</sup> + H<SUP>+</SUP>, ATP + NADH  &rarr;  ADP + NADPH + H<SUP>+</SUP>, NAD<sup>+</sup> + NADPH  &rarr;  NADH + NADP<sup>+</sup>, NADH<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB> + 5 H<SUP>+</SUP><SUB>[in]</SUB>  &harr;  NAD<sup>+</sup><SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB> + 4 H<SUP>+</SUP><SUB>[out]</SUB>, NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  NAD<sup>+</sup> + phosphate, NADPH + H<sub>2</sub>O  &rarr;  NADH + phosphate"
PWY-7268	NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)	"acetaldehyde + NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  acetate + NADPH + 2 H<SUP>+</SUP>, ATP + NAD<sup>+</sup>  &rarr;  ADP + NADP<sup>+</sup> + H<SUP>+</SUP>, ATP + NADH  &rarr;  ADP + NADPH + H<SUP>+</SUP>, D-<i>threo</i>-isocitrate + NADP<sup>+</sup>  &harr;  2-oxoglutarate + CO<SUB>2</SUB> + NADPH, D-glucopyranose 6-phosphate + NADP<sup>+</sup>  &rarr;  6-phospho D-glucono-1,5-lactone + NADPH + H<SUP>+</SUP>"
PWY-7269	NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	"a ubiquinone<SUB>[membrane]</SUB> + NADH<SUB>[in]</SUB> + H<SUP>+</SUP><SUB>[in]</SUB>  &rarr;  an ubiquinol<SUB>[membrane]</SUB> + NAD<sup>+</sup><SUB>[in]</SUB>, an aldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  a carboxylate + NADH + 2 H<SUP>+</SUP>, an aldehyde + NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  a carboxylate + NADPH + 2 H<SUP>+</SUP>, ATP + NAD<sup>+</sup>  &rarr;  ADP + NADP<sup>+</sup> + H<SUP>+</SUP>, ATP + NADH  &rarr;  ADP + NADPH + H<SUP>+</SUP>"
PWY-6938	NADH repair	"(<i>R</i>)-NADHX  &rarr;  (<i>S</i>)-NADHX, ATP + (<i>S</i>)-NADHX  &rarr;  ADP + NADH + phosphate + H<SUP>+</SUP>, NADH + H<sub>2</sub>O  &rarr;  (<i>R</i>)-NADHX, NADH + H<sub>2</sub>O  &rarr;  (<i>S</i>)-NADHX"
PWY0-1334	NADH to cytochrome <i>bd</i> oxidase electron transfer I	"2 an ubiquinol<SUB>[inner membrane]</SUB> + 4 H<SUP>+</SUP> + oxygen  &rarr;  2 a ubiquinone<SUB>[inner membrane]</SUB> + 4 H<SUP>+</SUP><SUB>[periplasm]</SUB> + 2 H<sub>2</sub>O, NADH<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB> + 5 H<SUP>+</SUP><SUB>[in]</SUB>  &harr;  NAD<sup>+</sup><SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB> + 4 H<SUP>+</SUP><SUB>[out]</SUB>"
PWY0-1568	NADH to cytochrome <i>bd</i> oxidase electron transfer II	"2 an ubiquinol<SUB>[inner membrane]</SUB> + 4 H<SUP>+</SUP> + oxygen  &rarr;  2 a ubiquinone<SUB>[inner membrane]</SUB> + 4 H<SUP>+</SUP><SUB>[periplasm]</SUB> + 2 H<sub>2</sub>O, a ubiquinone<SUB>[membrane]</SUB> + NADH<SUB>[in]</SUB> + H<SUP>+</SUP><SUB>[in]</SUB>  &rarr;  an ubiquinol<SUB>[membrane]</SUB> + NAD<sup>+</sup><SUB>[in]</SUB>"
PWY0-1335	NADH to cytochrome <i>bo</i> oxidase electron transfer I	"2 an ubiquinol<SUB>[inner membrane]</SUB> + oxygen + 5 H<SUP>+</SUP>  &rarr;  2 a ubiquinone<SUB>[inner membrane]</SUB> + 2 H<sub>2</sub>O + 5 H<SUP>+</SUP><SUB>[periplasm]</SUB>, NADH<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB> + 5 H<SUP>+</SUP><SUB>[in]</SUB>  &harr;  NAD<sup>+</sup><SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB> + 4 H<SUP>+</SUP><SUB>[out]</SUB>"
PWY0-1567	NADH to cytochrome <i>bo</i> oxidase electron transfer II	"2 an ubiquinol<SUB>[inner membrane]</SUB> + oxygen + 5 H<SUP>+</SUP>  &rarr;  2 a ubiquinone<SUB>[inner membrane]</SUB> + 2 H<sub>2</sub>O + 5 H<SUP>+</SUP><SUB>[periplasm]</SUB>, a ubiquinone<SUB>[membrane]</SUB> + NADH<SUB>[in]</SUB> + H<SUP>+</SUP><SUB>[in]</SUB>  &rarr;  an ubiquinol<SUB>[membrane]</SUB> + NAD<sup>+</sup><SUB>[in]</SUB>"
PWY0-1348	NADH to dimethyl sulfoxide electron transfer	"a menaquinone<SUB>[inner membrane]</SUB> + NADH + 5 H<SUP>+</SUP>  &rarr;  a menaquinol<SUB>[inner membrane]</SUB> + NAD<sup>+</sup> + 4 H<SUP>+</SUP><SUB>[periplasm]</SUB>, dimethyl sulfide<SUB>[periplasm]</SUB> + a menaquinone<SUB>[inner membrane]</SUB> + H<sub>2</sub>O<SUB>[periplasm]</SUB>  &larr;  dimethyl sulfoxide<SUB>[periplasm]</SUB> + a menaquinol<SUB>[inner membrane]</SUB>"
PWY0-1336	NADH to fumarate electron transfer	"a menaquinone<SUB>[inner membrane]</SUB> + NADH + 5 H<SUP>+</SUP>  &rarr;  a menaquinol<SUB>[inner membrane]</SUB> + NAD<sup>+</sup> + 4 H<SUP>+</SUP><SUB>[periplasm]</SUB>, fumarate<SUB>[in]</SUB> + a menaquinol<SUB>[membrane]</SUB>  &harr;  succinate<SUB>[in]</SUB> + a menaquinone<SUB>[membrane]</SUB>"
PWY0-1347	NADH to trimethylamine <i>N</i>-oxide electron transfer	"a menaquinone<SUB>[inner membrane]</SUB> + NADH + 5 H<SUP>+</SUP>  &rarr;  a menaquinol<SUB>[inner membrane]</SUB> + NAD<sup>+</sup> + 4 H<SUP>+</SUP><SUB>[periplasm]</SUB>, trimethylamine <i>N</i>-oxide<SUB>[periplasm]</SUB> + a menaquinol<SUB>[inner membrane]</SUB> + H<SUP>+</SUP><SUB>[periplasm]</SUB>  &rarr;  trimethylamine<SUB>[periplasm]</SUB> + a menaquinone<SUB>[inner membrane]</SUB> + H<sub>2</sub>O<SUB>[periplasm]</SUB>"
PWY-5427	naphthalene degradation (aerobic)	"(1<i>R</i>,2<i>S</i>)-1,2-dihydronaphthalene-1,2-diol + NAD<sup>+</sup>  &rarr;  naphthalene-1,2-diol + NADH + H<SUP>+</SUP>, 2-hydroxychromene-2-carboxylate  &rarr;  trans-O-hydroxybenzylidenepyruvate, naphthalene + NADH + H<SUP>+</SUP> + oxygen  &rarr;  (1<i>R</i>,2<i>S</i>)-1,2-dihydronaphthalene-1,2-diol + NAD<sup>+</sup>, naphthalene-1,2-diol + oxygen  &rarr;  2-hydroxychromene-2-carboxylate + H<SUP>+</SUP>, salicylaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  salicylate + NADH + 2 H<SUP>+</SUP>, trans-O-hydroxybenzylidenepyruvate + H<sub>2</sub>O  &rarr;  salicylaldehyde + pyruvate"
PWY-7620	naphthalene degradation (anaerobic)	"2-naphthoate + ATP + coenzyme A  &rarr;  2-naphthoyl-CoA + AMP + diphosphate, 2-naphthoyl-CoA + a reduced electron acceptor  &harr;  5,6-dihydro-2-naphthoyl-CoA + an oxidized electron acceptor, 5,6-dihydro-2-naphthoyl-CoA + a reduced electron acceptor  &rarr;  5,6,7,8-tetrahydro-2-naphthoyl-CoA + an oxidized electron acceptor, naphthalene + hydrogencarbonate  &rarr;  2-naphthoate + H<sub>2</sub>O"
PWY-7421	"narbomycin, pikromycin and novapikromycin biosynthesis"	"dTDP-D-desosamine + narbonolide  &rarr;  narbomycin + dTDP + H<SUP>+</SUP>, malonyl-CoA + 6 (S)-methylmalonyl-CoA + 5 NADPH + 12 H<SUP>+</SUP>  &rarr;  narbonolide + 7 CO<SUB>2</SUB> + 7 coenzyme A + 5 NADP<sup>+</sup> + 2 H<sub>2</sub>O, narbomycin + NADPH + oxygen + H<SUP>+</SUP>  &rarr;  neopikromycin + NADP<sup>+</sup> + H<sub>2</sub>O, narbomycin + NADPH + oxygen + H<SUP>+</SUP>  &rarr;  pikromycin + NADP<sup>+</sup> + H<sub>2</sub>O, neopikromycin + NADPH + oxygen + H<SUP>+</SUP>  &rarr;  novapikromycin + NADP<sup>+</sup> + H<sub>2</sub>O, pikromycin + NADPH + oxygen + H<SUP>+</SUP>  &rarr;  novapikromycin + NADP<sup>+</sup> + H<sub>2</sub>O"
PWY-7397	naringenin biosynthesis (engineered)	"4-coumarate + ATP + coenzyme A  &rarr;  4-coumaroyl-CoA + AMP + diphosphate, 4-coumaroyl-CoA + 3 malonyl-CoA + 3 H<SUP>+</SUP>  &rarr;  naringenin chalcone + 3 CO<SUB>2</SUB> + 4 coenzyme A, L-tyrosine  &rarr;  4-coumarate + ammonium, naringenin chalcone  &rarr;  (2<i>S</i>)-naringenin"
PWY-5094	naringenin glycoside biosynthesis	"UDP-&alpha;-D-glucose + (2<i>S</i>)-naringenin  &rarr;  UDP + prunin + H<SUP>+</SUP>, UDP-&beta;-L-rhamnose + prunin  &rarr;  narirutin + UDP + H<SUP>+</SUP>, UDP-&beta;-L-rhamnose + prunin  &rarr;  UDP + naringin + H<SUP>+</SUP>"
PWY-5413	neoabietic acid biosynthesis	"(+)-copalyl diphosphate  &rarr;  neoabietadiene + diphosphate, geranylgeranyl diphosphate  &rarr;  (+)-copalyl diphosphate, neoabietadienal + NADPH + oxygen  &rarr;  neoabietic acid + NADP<sup>+</sup> + H<sub>2</sub>O, neoabietadiene + NADPH + H<SUP>+</SUP> + oxygen  &rarr;  neoabietadienol + NADP<sup>+</sup> + H<sub>2</sub>O, neoabietadiene-diol  &rarr;  neoabietadienal + H<sub>2</sub>O, neoabietadienol + NADPH + H<SUP>+</SUP> + oxygen  &rarr;  neoabietadiene-diol + NADP<sup>+</sup> + H<sub>2</sub>O"
PWY-7841	neolacto-series glycosphingolipids biosynthesis	"CMP-<i>N</i>-acetyl-&beta;-neuraminate + a neolactotetraosylceramide  &rarr;  a ganglioside 6'-LM1 + CMP + H<SUP>+</SUP>, CMP-<i>N</i>-acetyl-&beta;-neuraminate<SUB>[Golgi lumen]</SUB> + a neolactohexaosylceramide<SUB>[Golgi lumen]</SUB>  &rarr;  a sialyl-(2,3)-neolactohexaosylceramide<SUB>[Golgi lumen]</SUB> + CMP<SUB>[Golgi lumen]</SUB> + H<SUP>+</SUP><SUB>[Golgi lumen]</SUB>, CMP-<i>N</i>-acetyl-&beta;-neuraminate<SUB>[Golgi lumen]</SUB> + a neolactooctaosylceramide<SUB>[Golgi lumen]</SUB>  &rarr;  a sialyl-(2,3)-neolactoheptaosylceramide<SUB>[Golgi lumen]</SUB> + CMP<SUB>[Golgi lumen]</SUB> + H<SUP>+</SUP><SUB>[Golgi lumen]</SUB>, CMP-<i>N</i>-acetyl-&beta;-neuraminate<SUB>[Golgi lumen]</SUB> + a neolactotetraosylceramide<SUB>[Golgi lumen]</SUB>  &rarr;  a ganglioside LM1<SUB>[Golgi lumen]</SUB> + CMP<SUB>[Golgi lumen]</SUB> + H<SUP>+</SUP><SUB>[Golgi lumen]</SUB>, UDP-&alpha;-D-galactose + a &beta;-D-glucosyl-<i>N</i>-acylsphingosine  &rarr;  a lactosylceramide + UDP + H<SUP>+</SUP>, UDP-&alpha;-D-galactose + a lactotriaosylceramide  &rarr;  a neolactotetraosylceramide + UDP + H<SUP>+</SUP>, UDP-&alpha;-D-galactose + a neolactoheptaosylceramide  &rarr;  a neolactooctaosylceramide + UDP + H<SUP>+</SUP>, UDP-&alpha;-D-galactose + a neolactopentaosylceramide  &rarr;  a neolactohexaosylceramide + UDP + H<SUP>+</SUP>, UDP-&alpha;-D-glucose + a sphingosine ceramide  &rarr;  a &beta;-D-glucosyl-<i>N</i>-acylsphingosine + UDP + H<SUP>+</SUP>, UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine + a lactosylceramide  &rarr;  a lactotriaosylceramide + UDP + H<SUP>+</SUP>, UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine + a neolactohexaosylceramide  &rarr;  a neolactoheptaosylceramide + UDP + H<SUP>+</SUP>, UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine + a neolactotetraosylceramide  &rarr;  a neolactopentaosylceramide + UDP + H<SUP>+</SUP>"
PWY-7092	neolinustatin bioactivation	"(2R)-2-hydroxy-2-methylbutanenitrile  &rarr;  hydrogen cyanide + butan-2-one, lotaustralin + H<sub>2</sub>O  &rarr;  (2R)-2-hydroxy-2-methylbutanenitrile + D-glucopyranose, neolinustatin + H<sub>2</sub>O  &rarr;  lotaustralin + D-glucopyranose"
PWY-7016	neomycin biosynthesis	"2'''-acetyl-6'''-deamino-6'''-hydroxyneomycin C + H<sub>2</sub>O  &rarr;  6'''-deamino-6'''-hydroxyneomycin C + acetate, 6'''-deamino-6'''-hydroxyneomycin C + oxygen  &rarr;  6'''-deamino-6'''-oxoneomycin C + hydrogen peroxide, neomycin C  &rarr;  neomycin B, neomycin C + 2-oxoglutarate  &harr;  6'''-deamino-6'''-oxoneomycin C + L-glutamate, UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine + ribostamycin  &rarr;  2'''-acetyl-6'''-deamino-6'''-hydroxyneomycin C + UDP + H<SUP>+</SUP>"
PWY-6919	neopentalenoketolactone and pentalenate biosynthesis	"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate  &rarr;  pentalenene + diphosphate, 1-deoxy-11&beta;-hydroxypentalenate + NAD<sup>+</sup>  &rarr;  1-deoxy-11-oxopentalenate + NADH + H<SUP>+</SUP>, 1-deoxy-11-oxopentalenate + NADPH + oxygen + H<SUP>+</SUP>  &rarr;  neopentalenolactone D + NADP<sup>+</sup> + H<sub>2</sub>O, 1-deoxypentalenate + 2 a reduced ferredoxin [iron-sulfur] cluster + oxygen + 2 H<SUP>+</SUP>  &rarr;  pentalenate + 2 an oxidized ferredoxin [iron-sulfur] cluster + H<sub>2</sub>O, 1-deoxypentalenate + 2-oxoglutarate + oxygen  &rarr;  1-deoxy-11&beta;-hydroxypentalenate + succinate + CO<SUB>2</SUB>, neopentalenolactone D + 2-oxoglutarate + oxygen  &rarr;  neopentalenolactone E + succinate + CO<SUB>2</SUB> + H<sub>2</sub>O, neopentalenolactone E + 2-oxoglutarate + oxygen  &rarr;  neopentalenolactone F + succinate + CO<SUB>2</SUB>, neopentalenolactone F  &rarr;  neopentalenoketolactone, pentalen-13-al + NADPH + oxygen  &rarr;  1-deoxypentalenate + NADP<sup>+</sup> + H<sub>2</sub>O, pentalen-13-ol + NADPH + H<SUP>+</SUP> + oxygen  &rarr;  pentalen-13-al + NADP<sup>+</sup> + 2 H<sub>2</sub>O, pentalenene + NADPH + H<SUP>+</SUP> + oxygen  &rarr;  pentalen-13-ol + NADP<sup>+</sup> + H<sub>2</sub>O"
PWY-7608	neoxaline biosynthesis	"N1-hydroxy-roquefortine C + <i>S</i>-adenosyl-L-methionine  &rarr;  roquefortine F + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>, roquefortine F + NAD(P)H + H<SUP>+</SUP> + oxygen  &rarr;  neoxaline + NAD(P)<sup>+</sup> + H<sub>2</sub>O"
PWY-6809	neoxanthin biosynthesis	violaxanthin  &rarr;  <i>trans</i>-neoxanthin
PWY-6681	neurosporaxanthin biosynthesis	"4'-apo-&beta;-carotenal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  neurosporaxanthin + NADH + 2 H<SUP>+</SUP>, <i>all-trans</i>-3,4-didehydrolycopene  &rarr;  apo-4'-lycopenal, <i>all-trans</i>-3,4-didehydrolycopene  &rarr;  torulene, <i>all-trans</i>-lycopene + an oxidized electron acceptor  &rarr;  <i>all-trans</i>-3,4-didehydrolycopene + a reduced electron acceptor, apo-4'-lycopenal + NAD(P)<sup>+</sup> + H<sub>2</sub>O  &rarr;  apo-4'-lycopenoate + NADPH + H<SUP>+</SUP>, apo-4'-lycopenoate  &rarr;  neurosporaxanthin, torulene + oxygen  &rarr;  4'-apo-&beta;-carotenal + 3-methyl-2-butenal"
PWY-6287	neurosporene biosynthesis	"15-<i>cis</i>-phytoene + an oxidized electron acceptor  &rarr;  <i>all-trans</i> phytofluene + a reduced electron acceptor, 2 geranylgeranyl diphosphate  &rarr;  prephytoene diphosphate + diphosphate, <i>all-trans</i> phytofluene + an oxidized electron acceptor  &rarr;  <i>all-trans</i>-&zeta;-carotene + a reduced electron acceptor, <i>all-trans</i>-&zeta;-carotene + an oxidized electron acceptor  &rarr;  <i>all-trans</i> neurosporene + a reduced electron acceptor, prephytoene diphosphate  &rarr;  15-<i>cis</i>-phytoene + diphosphate"
PWY-7298	nevadensin biosynthesis	"8-hydroxy-salvigenin + 2-oxoglutarate + oxygen  &rarr;  pilosin + formaldehyde + succinate + CO<SUB>2</SUB>, <i>S</i>-adenosyl-L-methionine + 8-hydroxy-salvigenin  &rarr;  <i>S</i>-adenosyl-L-homocysteine + gardenin B + H<SUP>+</SUP>, gardenin B + 2-oxoglutarate + oxygen  &rarr;  nevadensin + formaldehyde + succinate + CO<SUB>2</SUB>, pilosin + <i>S</i>-adenosyl-L-methionine  &rarr;  <i>S</i>-adenosyl-L-homocysteine + nevadensin + H<SUP>+</SUP>, salvigenin  &rarr;  8-hydroxy-salvigenin"
PWY-722	nicotinate degradation I	"2,5-dihydroxypyridine + oxygen  &rarr;  <i>N</i>-formylmaleamate + H<SUP>+</SUP>, 6-hydroxynicotinate + NADH + 2 H<SUP>+</SUP> + oxygen  &rarr;  2,5-dihydroxypyridine + CO<SUB>2</SUB> + NAD<sup>+</sup> + H<sub>2</sub>O, <i>N</i>-formylmaleamate + H<sub>2</sub>O  &rarr;  maleamate + formate + H<SUP>+</SUP>, maleamate + H<sub>2</sub>O  &rarr;  maleate + ammonium, maleate  &harr;  fumarate, nicotinate + 2 an oxidized cytochrome + H<sub>2</sub>O  &rarr;  6-hydroxynicotinate + 2 a reduced cytochrome + 2 H<SUP>+</SUP>"
PWY-5033	nicotinate degradation II	"2,6-dihydroxynicotinate + oxygen + H<sub>2</sub>O  &rarr;  maleamate + formate + CO<SUB>2</SUB> + H<SUP>+</SUP>, 6-hydroxynicotinate + H<sub>2</sub>O + oxygen  &rarr;  2,6-dihydroxynicotinate + hydrogen peroxide, maleamate + H<sub>2</sub>O  &rarr;  maleate + ammonium, maleate  &harr;  fumarate, nicotinate + an oxidized electron acceptor + H<sub>2</sub>O  &rarr;  6-hydroxynicotinate + a reduced electron acceptor"
PWY-5055	nicotinate degradation III	"(2R,3S)-2,3-dimethylmalate  &harr;  dimethylmaleate + H<sub>2</sub>O, (2R,3S)-2,3-dimethylmalate  &rarr;  propanoate + pyruvate, (<i>R</i>)-3-methylitaconate  &rarr;  dimethylmaleate, (<i>S</i>)-2-hydroxymethylglutarate  &rarr;  2-methyleneglutarate + H<sub>2</sub>O, (<i>S</i>)-2-hydroxymethylglutarate + NAD<sup>+</sup>  &larr;  (<i>S</i>)-2-formylglutarate + NADH + H<SUP>+</SUP>, 2-methyleneglutarate  &rarr;  (<i>R</i>)-3-methylitaconate, 6-oxo-1,4,5,6-tetrahydronicotinate + 2 an oxidized ferredoxin [iron-sulfur] cluster  &larr;  6-hydroxynicotinate + 2 a reduced ferredoxin [iron-sulfur] cluster + 2 H<SUP>+</SUP>, 6-oxo-1,4,5,6-tetrahydronicotinate + 2 H<sub>2</sub>O  &rarr;  (<i>S</i>)-2-formylglutarate + ammonium, nicotinate + NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  6-hydroxynicotinate + NADPH + H<SUP>+</SUP>"
PWY-5316	nicotine biosynthesis	"&beta;-nicotinate D-ribonucleotide + CO<SUB>2</SUB> + diphosphate  &larr;  5-phospho-&alpha;-D-ribose 1-diphosphate + quinolinate + 2 H<SUP>+</SUP>, &beta;-nicotinate D-ribonucleotide + H<sub>2</sub>O  &rarr;  D-ribofuranose 5-phosphate + nicotinate + H<SUP>+</SUP>, (<i>S</i>)-nicotine  &rarr;  nornicotine, 1,2-dihydropyrimidine + N-methyl-&Delta;<sup>1</sup>-pyrrolinium cation  &rarr;  3,6-dihydronicotine + H<SUP>+</SUP>, 2-iminosuccinate + glycerone phosphate  &rarr;  quinolinate + phosphate + 2 H<sub>2</sub>O, 3,6-dihydronicotinate + 2 H<SUP>+</SUP>  &rarr;  1,2-dihydropyrimidine + CO<SUB>2</SUB>, 3,6-dihydronicotine + NADP<sup>+</sup>  &rarr;  (<i>S</i>)-nicotine + NADPH + H<SUP>+</SUP>, L-aspartate + oxygen  &rarr;  2-iminosuccinate + hydrogen peroxide + H<SUP>+</SUP>, nicotinate + NADPH + H<SUP>+</SUP>  &rarr;  3,6-dihydronicotinate + NADP<sup>+</sup>"
P181-PWY	nicotine degradation I (pyridine pathway)	"(<i>R</i>)-nicotine + an oxidized electron acceptor + H<sub>2</sub>O  &rarr;  (R)-6-hydroxynicotine + a reduced electron acceptor, (<i>S</i>)-6-hydroxynicotine + oxygen  &rarr;  6-hydroxy-<i>N</i>-methylmyosmine + hydrogen peroxide, (<i>S</i>)-nicotine + an oxidized electron acceptor + H<sub>2</sub>O  &rarr;  (<i>S</i>)-6-hydroxynicotine + a reduced electron acceptor, (R)-6-hydroxynicotine + oxygen  &rarr;  6-hydroxy-<i>N</i>-methylmyosmine + hydrogen peroxide, 2 6,3-dihydroxy-2-pyridinone + 2 an oxidized electron acceptor  &rarr;  nicotine blue + 2 a reduced electron acceptor, 2,3,6-trihydroxypyridine  &rarr;  6,3-dihydroxy-2-pyridinone + H<SUP>+</SUP>, 2,6-dihydroxypseudooxynicotine + H<sub>2</sub>O  &rarr;  2,6-dihydroxypyridine + 4-methylaminobutanoate + H<SUP>+</SUP>, 2,6-dihydroxypyridine + NADH + H<SUP>+</SUP> + oxygen  &rarr;  2,3,6-trihydroxypyridine + NAD<sup>+</sup> + H<sub>2</sub>O, 2-oxoglutaramate + H<sub>2</sub>O  &rarr;  2-oxoglutarate + ammonium, 4-aminobutanoate + 2-oxoglutarate  &harr;  succinate semialdehyde + L-glutamate, 4-methylaminobutanoate + H<sub>2</sub>O + oxygen  &rarr;  succinate semialdehyde + methylamine + hydrogen peroxide, 4-methylaminobutanoate + oxygen + H<sub>2</sub>O  &rarr;  4-aminobutanoate + formaldehyde + hydrogen peroxide, 6,3-dihydroxy-2-pyridinone + H<sub>2</sub>O  &rarr;  2-oxoglutaramate, 6-hydroxy-<i>N</i>-methylmyosmine + H<sub>2</sub>O  &rarr;  6-hydroxypseudooxynicotine, 6-hydroxypseudooxynicotine + an oxidized electron acceptor + H<sub>2</sub>O  &rarr;  2,6-dihydroxypseudooxynicotine + a reduced electron acceptor, nicotine blue leuco form + NAD(P)<sup>+</sup>  &larr;  nicotine blue + NAD(P)H + 3 H<SUP>+</SUP>, succinate semialdehyde + NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  succinate + NADPH + 2 H<SUP>+</SUP>"
PWY-6993	nicotine degradation II (pyrrolidine pathway)	"(<i>S</i>)-nicotine + an oxidized electron acceptor  &rarr;  <i>N</i>-methylmyosmine + a reduced electron acceptor, 2,5-dihydroxypyridine + oxygen  &rarr;  <i>N</i>-formylmaleamate + H<SUP>+</SUP>, 4-oxo-4-(3-pyridyl)-butanoate + an oxidized electron acceptor + H<sub>2</sub>O  &rarr;  6-hydroxy-3-succinoyl-pyridine + a reduced electron acceptor, 4-oxo-4-(pyridin-3-yl)butanal + NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  4-oxo-4-(3-pyridyl)-butanoate + NADPH + 2 H<SUP>+</SUP>, 6-hydroxy-3-succinoyl-pyridine + 2 NADH + oxygen + 2 H<SUP>+</SUP>  &rarr;  2,5-dihydroxypyridine + succinate semialdehyde + 2 NAD<sup>+</sup> + H<sub>2</sub>O, <i>N</i>-formylmaleamate + H<sub>2</sub>O  &rarr;  maleamate + formate + H<SUP>+</SUP>, <i>N</i>-methylmyosmine + H<sub>2</sub>O  &rarr;  pseudooxynicotine, maleamate + H<sub>2</sub>O  &rarr;  maleate + ammonium, maleate  &harr;  fumarate, pseudooxynicotine + oxygen + H<sub>2</sub>O  &rarr;  4-oxo-4-(pyridin-3-yl)butanal + methylamine + hydrogen peroxide, succinate semialdehyde + NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  succinate + NADPH + 2 H<SUP>+</SUP>"
